Period,Dimension,Org_Level,Org_Code,Org_Geog_Code,Org_Name,Measure,Measure_Description,Count_Of,Value
Mar-19,BirthweightTermGroup,National,ALL,,All Submitters,"5,000g and over",,Babies,38
Mar-19,BirthweightTermGroup,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Babies,22
Mar-19,BirthweightTermGroup,National,ALL,,All Submitters,"Under 1,500g",,Babies,16
Mar-19,BirthweightTermGroup,National,ALL,,All Submitters,Unknown,,Babies,147
Mar-19,BirthweightTermGroup2500,National,ALL,,All Submitters,"2,500g and over",,Babies,42349
Mar-19,BirthweightTermGroup2500,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Babies,22
Mar-19,BirthweightTermGroup2500,National,ALL,,All Submitters,"Under 2,500g",,Babies,1316
Mar-19,BirthweightTermGroup2500,National,ALL,,All Submitters,Unknown,,Babies,147
Mar-19,BMI,National,ALL,,All Submitters,Missing Value,,Women,8092
Mar-19,BMI,National,ALL,,All Submitters,Normal,,Women,22236
Mar-19,BMI,National,ALL,,All Submitters,Obese,,Women,10538
Mar-19,BMI,National,ALL,,All Submitters,Overweight,,Women,13581
Mar-19,BMI,National,ALL,,All Submitters,Underweight,,Women,1348
Mar-19,CigarettesPerDayAverage,National,ALL,,All Submitters,,,Average over women,7.1
Mar-19,ComplexSocialFactorsInd,National,ALL,,All Submitters,Missing Value,Missing Value,Women,10184
Mar-19,ComplexSocialFactorsInd,National,ALL,,All Submitters,N,No,Women,36701
Mar-19,ComplexSocialFactorsInd,National,ALL,,All Submitters,Y,Yes,Women,9133
Mar-19,DeliveryMethodBabyGroup,National,ALL,,All Submitters,Elective caesarean section,,Babies,6410
Mar-19,DeliveryMethodBabyGroup,National,ALL,,All Submitters,Emergency caesarean section,,Babies,7700
Mar-19,DeliveryMethodBabyGroup,National,ALL,,All Submitters,Instrumental,,Babies,5126
Mar-19,DeliveryMethodBabyGroup,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Babies,316
Mar-19,DeliveryMethodBabyGroup,National,ALL,,All Submitters,Other,,Babies,958
Mar-19,DeliveryMethodBabyGroup,National,ALL,,All Submitters,Spontaneous,,Babies,27546
Mar-19,DeprivationDecileAtBooking,National,ALL,,All Submitters,01 - Most deprived,,Women,7233
Mar-19,DeprivationDecileAtBooking,National,ALL,,All Submitters,2,,Women,6610
Mar-19,DeprivationDecileAtBooking,National,ALL,,All Submitters,3,,Women,6234
Mar-19,DeprivationDecileAtBooking,National,ALL,,All Submitters,4,,Women,5771
Mar-19,DeprivationDecileAtBooking,National,ALL,,All Submitters,5,,Women,5368
Mar-19,DeprivationDecileAtBooking,National,ALL,,All Submitters,6,,Women,5104
Mar-19,DeprivationDecileAtBooking,National,ALL,,All Submitters,7,,Women,4767
Mar-19,DeprivationDecileAtBooking,National,ALL,,All Submitters,8,,Women,4594
Mar-19,DeprivationDecileAtBooking,National,ALL,,All Submitters,9,,Women,4332
Mar-19,DeprivationDecileAtBooking,National,ALL,,All Submitters,10 - Least deprived,,Women,3797
Mar-19,DeprivationDecileAtBooking,National,ALL,,All Submitters,Missing value / Value outside reporting parameters,,Women,1272
Mar-19,DeprivationDecileAtBooking,National,ALL,,All Submitters,Pseudo postcode recorded (includes no fixed abode or resident overseas),,Women,274
Mar-19,DeprivationDecileAtBooking,National,ALL,,All Submitters,"Resident elsewhere in the UK, Channel Islands or Isle of Man",,Women,70
Mar-19,EthnicCategoryMotherGroup,National,ALL,,All Submitters,Any other ethnic group,,Women,2212
Mar-19,EthnicCategoryMotherGroup,National,ALL,,All Submitters,Asian or Asian British,,Women,5191
Mar-19,EthnicCategoryMotherGroup,National,ALL,,All Submitters,Black or Black British,,Women,2287
Mar-19,EthnicCategoryMotherGroup,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Women,1396
Mar-19,EthnicCategoryMotherGroup,National,ALL,,All Submitters,Mixed,,Women,1011
Mar-19,EthnicCategoryMotherGroup,National,ALL,,All Submitters,Not known,,Women,1763
Mar-19,EthnicCategoryMotherGroup,National,ALL,,All Submitters,Not Stated,,Women,6361
Mar-19,EthnicCategoryMotherGroup,National,ALL,,All Submitters,White,,Women,35679
Mar-19,GenitalTractTraumaticLesion,National,ALL,,All Submitters,Episiotomy,,Women,4800
Mar-19,GenitalTractTraumaticLesion,National,ALL,,All Submitters,Labial tear,,Women,3764
Mar-19,GenitalTractTraumaticLesion,National,ALL,,All Submitters,Other,,Women,370
Mar-19,GenitalTractTraumaticLesion,National,ALL,,All Submitters,Perineal tear - first degree,,Women,3385
Mar-19,GenitalTractTraumaticLesion,National,ALL,,All Submitters,Perineal tear - second degree,,Women,8764
Mar-19,GenitalTractTraumaticLesion,National,ALL,,All Submitters,Perineal tear - third or fourth degree,,Women,691
Mar-19,GenitalTractTraumaticLesion,National,ALL,,All Submitters,Vaginal wall tear,,Women,1527
Mar-19,GenitalTractTraumaticLesionGroup,National,ALL,,All Submitters,At least one trauma,,Women,19116
Mar-19,GenitalTractTraumaticLesionGroup,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Women,5946
Mar-19,GenitalTractTraumaticLesionGroup,National,ALL,,All Submitters,None,,Women,5991
Mar-19,GestAgeFormalAntenatalBookingGroup,National,ALL,,All Submitters,0 to 70 days,,Women,31104
Mar-19,GestAgeFormalAntenatalBookingGroup,National,ALL,,All Submitters,141+ days,,Women,4260
Mar-19,GestAgeFormalAntenatalBookingGroup,National,ALL,,All Submitters,71 to 90 days,,Women,15365
Mar-19,GestAgeFormalAntenatalBookingGroup,National,ALL,,All Submitters,91 to 140 days,,Women,4848
Mar-19,GestAgeFormalAntenatalBookingGroup,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Women,1
Mar-19,GestationLengthBirth,National,ALL,,All Submitters,27 weeks and under,,Babies,228
Mar-19,GestationLengthBirth,National,ALL,,All Submitters,28 to 31 weeks,,Babies,417
Mar-19,GestationLengthBirth,National,ALL,,All Submitters,32 to 33 weeks,,Babies,436
Mar-19,GestationLengthBirth,National,ALL,,All Submitters,34 to 36 weeks,,Babies,2682
Mar-19,GestationLengthBirth,National,ALL,,All Submitters,37 weeks,,Babies,4471
Mar-19,GestationLengthBirth,National,ALL,,All Submitters,38 weeks,,Babies,7355
Mar-19,GestationLengthBirth,National,ALL,,All Submitters,39 weeks,,Babies,12690
Mar-19,GestationLengthBirth,National,ALL,,All Submitters,40 weeks,,Babies,11730
Mar-19,GestationLengthBirth,National,ALL,,All Submitters,41 weeks,,Babies,6631
Mar-19,GestationLengthBirth,National,ALL,,All Submitters,42 weeks,,Babies,880
Mar-19,GestationLengthBirth,National,ALL,,All Submitters,43 weeks and over,,Babies,83
Mar-19,GestationLengthBirth,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Babies,430
Mar-19,GestationLengthBirthGroup37,National,ALL,,All Submitters,< 37 weeks,,Babies,3763
Mar-19,GestationLengthBirthGroup37,National,ALL,,All Submitters,>= 37 weeks,,Babies,43834
Mar-19,GestationLengthBirthGroup37,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Babies,430
Mar-19,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,At a domestic address,,Babies,791
Mar-19,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,Consultant ward,,Babies,15202
Mar-19,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,Consultant/GMP/midwife ward,,Babies,24047
Mar-19,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,GMP ward,,Babies,6
Mar-19,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,"Midwifery unit, co-located with consultant obstetric unit",,Babies,3352
Mar-19,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,"Midwifery unit, co-located with other non-obstetric consultant unit",,Babies,251
Mar-19,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,"Midwifery unit, stand alone",,Babies,571
Mar-19,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,"Midwifery unit, type not known",,Babies,2311
Mar-19,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Babies,415
Mar-19,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,None of the above,,Babies,157
Mar-19,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,Not known,,Babies,842
Mar-19,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,Other hospital or institution,,Babies,9
Mar-19,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,Private hospital,,Babies,1
Mar-19,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,Ward/unit without delivery facilities,,Babies,137
Mar-19,PreviousCaesareanSectionsGroup,National,ALL,,All Submitters,At least one Caesarean,,Women,6162
Mar-19,PreviousCaesareanSectionsGroup,National,ALL,,All Submitters,"At least one Previous Birth, zero Caesareans",,Women,17487
Mar-19,PreviousCaesareanSectionsGroup,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Women,12814
Mar-19,PreviousCaesareanSectionsGroup,National,ALL,,All Submitters,Zero Previous Births,,Women,19434
Mar-19,PreviousLiveBirthsGroup,National,ALL,,All Submitters,1,,Women,15908
Mar-19,PreviousLiveBirthsGroup,National,ALL,,All Submitters,2,,Women,6043
Mar-19,PreviousLiveBirthsGroup,National,ALL,,All Submitters,3,,Women,2306
Mar-19,PreviousLiveBirthsGroup,National,ALL,,All Submitters,4,,Women,908
Mar-19,PreviousLiveBirthsGroup,National,ALL,,All Submitters,5+,,Women,655
Mar-19,PreviousLiveBirthsGroup,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Women,6462
Mar-19,PreviousLiveBirthsGroup,National,ALL,,All Submitters,No previous live births,,Women,23482
Mar-19,SkinToSkinContact1HourTerm,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Women,4157
Mar-19,SkinToSkinContact1HourTerm,National,ALL,,All Submitters,N,No,Women,7047
Mar-19,SkinToSkinContact1HourTerm,National,ALL,,All Submitters,Y,Yes,Women,32413
Mar-19,SmokingStatusGroupBooking,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Women,1780
Mar-19,SmokingStatusGroupBooking,National,ALL,,All Submitters,Non-Smoker / Ex-Smoker,,Women,45926
Mar-19,SmokingStatusGroupBooking,National,ALL,,All Submitters,Smoker,,Women,6274
Mar-19,SmokingStatusGroupBooking,National,ALL,,All Submitters,Unknown,,Women,1656
Mar-19,Submission_Orgs,National,ALL,,All Submitters,Submitted,,Organisations,131
Mar-19,Submission_Orgs,National,ALL,,All Submitters,Submitted_births_in_month,,Organisations,130
Mar-19,Submission_Orgs,National,ALL,,All Submitters,Submitted_traumas_in_month,,Organisations,128
Mar-19,TotalBabies,National,ALL,,All Submitters,,,Babies,48021
Mar-19,TotalDeliveries,National,ALL,,All Submitters,,,Women,47305
Mar-19,TotalMothers,National,ALL,,All Submitters,,,Women,55337
Mar-19,AgeAtBookingMotherAverage,NHS England (Region),Y56,E40000003,London Commissioning Region,,,Average over women,31.3
Mar-19,AgeAtBookingMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,20 to 24,,Women,1175
Mar-19,AgeAtBookingMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,25 to 29,,Women,2615
Mar-19,AgeAtBookingMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,30 to 34,,Women,4000
Mar-19,AgeAtBookingMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,35 to 39,,Women,2650
Mar-19,AgeAtBookingMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,40 to 44,,Women,605
Mar-19,AgeAtBookingMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,45 or Over,,Women,70
Mar-19,AgeAtBookingMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value,,Women,*
Mar-19,AgeAtBookingMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Under 20,,Women,240
Mar-19,AgeAtBookingMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Value outside reporting parameters,,Women,*
Mar-19,AgeAtBookingMotherGroup20,NHS England (Region),Y56,E40000003,London Commissioning Region,19-,,Women,240
Mar-19,AgeAtBookingMotherGroup20,NHS England (Region),Y56,E40000003,London Commissioning Region,20+,,Women,11115
Mar-19,AgeAtBookingMotherGroup20,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value,,Women,*
Mar-19,AgeAtBookingMotherGroup20,NHS England (Region),Y56,E40000003,London Commissioning Region,Value outside reporting parameters,,Women,*
Mar-19,ApgarScore5TermGroup7,NHS England (Region),Y56,E40000003,London Commissioning Region,0 to 6,,Babies,60
Mar-19,ApgarScore5TermGroup7,NHS England (Region),Y56,E40000003,London Commissioning Region,7 to 10,,Babies,8265
Mar-19,ApgarScore5TermGroup7,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Babies,255
Mar-19,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y56,E40000003,London Commissioning Region,Maternal or Donor Breast Milk,,Babies,7165
Mar-19,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Babies,1330
Mar-19,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y56,E40000003,London Commissioning Region,Not Breast Milk,,Babies,1040
Mar-19,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"1,500g to 1,999g",,Babies,15
Mar-19,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"2,000g to 2,499g",,Babies,240
Mar-19,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"2,500g to 2,999g",,Babies,1500
Mar-19,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"3,000g to 3,499g",,Babies,3580
Mar-19,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"3,500g to 3,999g",,Babies,2470
Mar-19,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"4,000g to 4,499g",,Babies,605
Mar-19,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"4,500g to 4,999g",,Babies,80
Mar-19,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"5,000g and over",,Babies,*
Mar-19,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Babies,*
Mar-19,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"Under 1,500g",,Babies,5
Mar-19,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Unknown,,Babies,85
Mar-19,BirthweightTermGroup2500,NHS England (Region),Y56,E40000003,London Commissioning Region,"2,500g and over",,Babies,8235
Mar-19,BirthweightTermGroup2500,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Babies,*
Mar-19,BirthweightTermGroup2500,NHS England (Region),Y56,E40000003,London Commissioning Region,"Under 2,500g",,Babies,265
Mar-19,BirthweightTermGroup2500,NHS England (Region),Y56,E40000003,London Commissioning Region,Unknown,,Babies,85
Mar-19,BMI,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value,,Women,1915
Mar-19,BMI,NHS England (Region),Y56,E40000003,London Commissioning Region,Normal,,Women,4765
Mar-19,BMI,NHS England (Region),Y56,E40000003,London Commissioning Region,Obese,,Women,1705
Mar-19,BMI,NHS England (Region),Y56,E40000003,London Commissioning Region,Overweight,,Women,2725
Mar-19,BMI,NHS England (Region),Y56,E40000003,London Commissioning Region,Underweight,,Women,255
Mar-19,CigarettesPerDayAverage,NHS England (Region),Y56,E40000003,London Commissioning Region,,,Average over women,6
Mar-19,ComplexSocialFactorsInd,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value,Missing Value,Women,1665
Mar-19,ComplexSocialFactorsInd,NHS England (Region),Y56,E40000003,London Commissioning Region,N,No,Women,8065
Mar-19,ComplexSocialFactorsInd,NHS England (Region),Y56,E40000003,London Commissioning Region,Y,Yes,Women,1635
Mar-19,DeliveryMethodBabyGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Elective caesarean section,,Babies,1345
Mar-19,DeliveryMethodBabyGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Emergency caesarean section,,Babies,1655
Mar-19,DeliveryMethodBabyGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Instrumental,,Babies,1110
Mar-19,DeliveryMethodBabyGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Babies,40
Mar-19,DeliveryMethodBabyGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Other,,Babies,305
Mar-19,DeliveryMethodBabyGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Spontaneous,,Babies,5080
Mar-19,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,01 - Most deprived,,Women,575
Mar-19,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,2,,Women,1780
Mar-19,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,3,,Women,1855
Mar-19,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,4,,Women,1445
Mar-19,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,5,,Women,1210
Mar-19,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,6,,Women,1125
Mar-19,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,7,,Women,815
Mar-19,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,8,,Women,650
Mar-19,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,9,,Women,590
Mar-19,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,10 - Least deprived,,Women,370
Mar-19,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing value / Value outside reporting parameters,,Women,870
Mar-19,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,Pseudo postcode recorded (includes no fixed abode or resident overseas),,Women,70
Mar-19,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,"Resident elsewhere in the UK, Channel Islands or Isle of Man",,Women,*
Mar-19,EthnicCategoryMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Any other ethnic group,,Women,1015
Mar-19,EthnicCategoryMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Asian or Asian British,,Women,1885
Mar-19,EthnicCategoryMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Black or Black British,,Women,1135
Mar-19,EthnicCategoryMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Women,125
Mar-19,EthnicCategoryMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Mixed,,Women,315
Mar-19,EthnicCategoryMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Not known,,Women,275
Mar-19,EthnicCategoryMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Not Stated,,Women,1505
Mar-19,EthnicCategoryMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,White,,Women,5105
Mar-19,GenitalTractTraumaticLesion,NHS England (Region),Y56,E40000003,London Commissioning Region,Episiotomy,,Women,1015
Mar-19,GenitalTractTraumaticLesion,NHS England (Region),Y56,E40000003,London Commissioning Region,Labial tear,,Women,495
Mar-19,GenitalTractTraumaticLesion,NHS England (Region),Y56,E40000003,London Commissioning Region,Other,,Women,65
Mar-19,GenitalTractTraumaticLesion,NHS England (Region),Y56,E40000003,London Commissioning Region,Perineal tear - first degree,,Women,500
Mar-19,GenitalTractTraumaticLesion,NHS England (Region),Y56,E40000003,London Commissioning Region,Perineal tear - second degree,,Women,1590
Mar-19,GenitalTractTraumaticLesion,NHS England (Region),Y56,E40000003,London Commissioning Region,Perineal tear - third or fourth degree,,Women,135
Mar-19,GenitalTractTraumaticLesion,NHS England (Region),Y56,E40000003,London Commissioning Region,Vaginal wall tear,,Women,240
Mar-19,GenitalTractTraumaticLesionGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,At least one trauma,,Women,3270
Mar-19,GenitalTractTraumaticLesionGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Women,1535
Mar-19,GenitalTractTraumaticLesionGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,None,,Women,980
Mar-19,GestAgeFormalAntenatalBookingGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,0 to 70 days,,Women,5620
Mar-19,GestAgeFormalAntenatalBookingGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,141+ days,,Women,1060
Mar-19,GestAgeFormalAntenatalBookingGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,71 to 90 days,,Women,3325
Mar-19,GestAgeFormalAntenatalBookingGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,91 to 140 days,,Women,1360
Mar-19,GestAgeFormalAntenatalBookingGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Women,*
Mar-19,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,27 weeks and under,,Babies,40
Mar-19,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,28 to 31 weeks,,Babies,95
Mar-19,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,32 to 33 weeks,,Babies,80
Mar-19,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,34 to 36 weeks,,Babies,490
Mar-19,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,37 weeks,,Babies,825
Mar-19,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,38 weeks,,Babies,1465
Mar-19,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,39 weeks,,Babies,2535
Mar-19,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,40 weeks,,Babies,2285
Mar-19,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,41 weeks,,Babies,1285
Mar-19,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,42 weeks,,Babies,170
Mar-19,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,43 weeks and over,,Babies,15
Mar-19,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Babies,245
Mar-19,GestationLengthBirthGroup37,NHS England (Region),Y56,E40000003,London Commissioning Region,< 37 weeks,,Babies,705
Mar-19,GestationLengthBirthGroup37,NHS England (Region),Y56,E40000003,London Commissioning Region,>= 37 weeks,,Babies,8585
Mar-19,GestationLengthBirthGroup37,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Babies,245
Mar-19,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,At a domestic address,,Babies,145
Mar-19,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,Consultant ward,,Babies,1525
Mar-19,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,Consultant/GMP/midwife ward,,Babies,5620
Mar-19,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,GMP ward,,Babies,*
Mar-19,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,"Midwifery unit, co-located with consultant obstetric unit",,Babies,320
Mar-19,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,"Midwifery unit, co-located with other non-obstetric consultant unit",,Babies,140
Mar-19,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,"Midwifery unit, stand alone",,Babies,120
Mar-19,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,"Midwifery unit, type not known",,Babies,1200
Mar-19,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Babies,220
Mar-19,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,None of the above,,Babies,65
Mar-19,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,Not known,,Babies,140
Mar-19,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,Other hospital or institution,,Babies,*
