ReportingPeriodStartDate,ReportingPeriodEndDate,Dimension,Org_Level,Org_Code,Org_Name,Measure,Count_Of,Final_value
2019-07-01,2019-07-31,FolicAcidSupplement,National,ALL,All Submitters,Not Stated (Person asked but declined to provide a response),Women,3135.0
2019-07-01,2019-07-31,FolicAcidSupplement,National,ALL,All Submitters,Not taking folic acid supplement,Women,4145.0
2019-07-01,2019-07-31,FolicAcidSupplement,National,ALL,All Submitters,Started taking once pregnancy confirmed,Women,30205.0
2019-07-01,2019-07-31,GestAgeFormalAntenatalBookingGroup,National,ALL,All Submitters,0 to 70 days,Women,33480.0
2019-07-01,2019-07-31,GestAgeFormalAntenatalBookingGroup,National,ALL,All Submitters,141+ days,Women,4740.0
2019-07-01,2019-07-31,GestAgeFormalAntenatalBookingGroup,National,ALL,All Submitters,71 to 90 days,Women,14240.0
2019-07-01,2019-07-31,GestAgeFormalAntenatalBookingGroup,National,ALL,All Submitters,91 to 140 days,Women,4590.0
2019-07-01,2019-07-31,GestAgeFormalAntenatalBookingGroup,National,ALL,All Submitters,Missing Value / Value outside reporting parameters,Women,1515.0
2019-07-01,2019-07-31,GestationLengthBirth,National,ALL,All Submitters,27 weeks and under,Babies,140.0
2019-07-01,2019-07-31,GestationLengthBirth,National,ALL,All Submitters,28 to 31 weeks,Babies,230.0
2019-07-01,2019-07-31,GestationLengthBirth,National,ALL,All Submitters,32 to 33 weeks,Babies,290.0
2019-07-01,2019-07-31,GestationLengthBirth,National,ALL,All Submitters,34 to 36 weeks,Babies,1680.0
2019-07-01,2019-07-31,GestationLengthBirth,National,ALL,All Submitters,37 weeks,Babies,2755.0
2019-07-01,2019-07-31,GestationLengthBirth,National,ALL,All Submitters,38 weeks,Babies,4775.0
2019-07-01,2019-07-31,GestationLengthBirth,National,ALL,All Submitters,39 weeks,Babies,8720.0
2019-07-01,2019-07-31,GestationLengthBirth,National,ALL,All Submitters,40 weeks,Babies,7450.0
2019-07-01,2019-07-31,GestationLengthBirth,National,ALL,All Submitters,41 weeks,Babies,4290.0
2019-07-01,2019-07-31,GestationLengthBirth,National,ALL,All Submitters,42 weeks,Babies,550.0
2019-07-01,2019-07-31,GestationLengthBirth,National,ALL,All Submitters,43 weeks and over,Babies,15.0
2019-07-01,2019-07-31,GestationLengthBirth,National,ALL,All Submitters,Missing Value / Value outside reporting parameters,Babies,935.0
2019-07-01,2019-07-31,GestationLengthBirthGroup37,National,ALL,All Submitters,<37 weeks,Babies,2345.0
2019-07-01,2019-07-31,GestationLengthBirthGroup37,National,ALL,All Submitters,>=37 weeks,Babies,28555.0
2019-07-01,2019-07-31,GestationLengthBirthGroup37,National,ALL,All Submitters,Missing Value / Value outside reporting parameters,Babies,935.0
2019-07-01,2019-07-31,PCP_Antenatal,National,ALL,All Submitters,"",Women,14685.0
2019-07-01,2019-07-31,PCP_Any_Pathways,National,ALL,All Submitters,"",Women,17905.0
2019-07-01,2019-07-31,PCP_Birth,National,ALL,All Submitters,"",Women,2635.0
2019-07-01,2019-07-31,PCP_Postpartum,National,ALL,All Submitters,"",Women,2220.0
2019-07-01,2019-07-31,PlaceTypeActualDeliveryMidwifery,National,ALL,All Submitters,Home (NHS care),Babies,555.0
2019-07-01,2019-07-31,PlaceTypeActualDeliveryMidwifery,National,ALL,All Submitters,Home (private care),Babies,15.0
2019-07-01,2019-07-31,PlaceTypeActualDeliveryMidwifery,National,ALL,All Submitters,In transit (with NHS ambulance services),Babies,175.0
2019-07-01,2019-07-31,PlaceTypeActualDeliveryMidwifery,National,ALL,All Submitters,In transit (without healthcare services present),Babies,10.0
2019-07-01,2019-07-31,PlaceTypeActualDeliveryMidwifery,National,ALL,All Submitters,Maternity assessment or triage unit/ area,Babies,2615.0
2019-07-01,2019-07-31,PlaceTypeActualDeliveryMidwifery,National,ALL,All Submitters,Missing Value / Value outside reporting parameters,Babies,5310.0
2019-07-01,2019-07-31,PlaceTypeActualDeliveryMidwifery,National,ALL,All Submitters,NHS Alongside midwifery unit,Babies,3625.0
2019-07-01,2019-07-31,PlaceTypeActualDeliveryMidwifery,National,ALL,All Submitters,NHS Freestanding midwifery unit (FMU),Babies,445.0
2019-07-01,2019-07-31,PlaceTypeActualDeliveryMidwifery,National,ALL,All Submitters,NHS Obstetric unit (including theatre),Babies,18955.0
2019-07-01,2019-07-31,PlaceTypeActualDeliveryMidwifery,National,ALL,All Submitters,NHS ward/health care setting without delivery facilities,Babies,15.0
2019-07-01,2019-07-31,PlaceTypeActualDeliveryMidwifery,National,ALL,All Submitters,Non-domestic and non-health care setting,Babies,5.0
2019-07-01,2019-07-31,PlaceTypeActualDeliveryMidwifery,National,ALL,All Submitters,Not known (not recorded),Babies,65.0
2019-07-01,2019-07-31,PlaceTypeActualDeliveryMidwifery,National,ALL,All Submitters,Other (not listed),Babies,50.0
2019-07-01,2019-07-31,PlaceTypeActualDeliveryMidwifery,National,ALL,All Submitters,Private hospital,Babies,5.0
2019-07-01,2019-07-31,PreviousCaesareanSectionsGroup,National,ALL,All Submitters,At least one Caesarean,Women,7310.0
2019-07-01,2019-07-31,PreviousCaesareanSectionsGroup,National,ALL,All Submitters,"At least one Previous Birth, zero Caesareans",Women,18750.0
2019-07-01,2019-07-31,PreviousCaesareanSectionsGroup,National,ALL,All Submitters,Missing Value / Value outside reporting parameters,Women,2385.0
2019-07-01,2019-07-31,PreviousCaesareanSectionsGroup,National,ALL,All Submitters,Zero Previous Births,Women,30110.0
2019-07-01,2019-07-31,PreviousLiveBirthsGroup,National,ALL,All Submitters,1,Women,16860.0
2019-07-01,2019-07-31,PreviousLiveBirthsGroup,National,ALL,All Submitters,2,Women,6500.0
2019-07-01,2019-07-31,PreviousLiveBirthsGroup,National,ALL,All Submitters,3,Women,2450.0
2019-07-01,2019-07-31,PreviousLiveBirthsGroup,National,ALL,All Submitters,4,Women,1005.0
2019-07-01,2019-07-31,PreviousLiveBirthsGroup,National,ALL,All Submitters,5+,Women,760.0
2019-07-01,2019-07-31,PreviousLiveBirthsGroup,National,ALL,All Submitters,Missing Value / Value outside reporting parameters,Women,7135.0
2019-07-01,2019-07-31,PreviousLiveBirthsGroup,National,ALL,All Submitters,No previous live births,Women,23880.0
2019-07-01,2019-07-31,SkinToSkinContact1HourTerm,National,ALL,All Submitters,Missing Value / Value outside reporting parameters,Babies,6675.0
2019-07-01,2019-07-31,SkinToSkinContact1HourTerm,National,ALL,All Submitters,N,Babies,6985.0
2019-07-01,2019-07-31,SkinToSkinContact1HourTerm,National,ALL,All Submitters,Y,Babies,18175.0
2019-07-01,2019-07-31,TotalBabies,National,ALL,All Submitters,"",Babies,31835.0
2019-07-01,2019-07-31,TotalBookings,National,ALL,All Submitters,"",Women,58165.0
2019-07-01,2019-07-31,TotalDeliveries,National,ALL,All Submitters,"",Women,31390.0
2019-07-01,2019-07-31,AgeAtBookingMotherAvg,NHS England (Region),Y56,LONDON COMMISSIONING REGION,"",Average over women,31.0
2019-07-01,2019-07-31,AgeAtBookingMotherGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,20 to 24,Women,1095.0
2019-07-01,2019-07-31,AgeAtBookingMotherGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,25 to 29,Women,2505.0
2019-07-01,2019-07-31,AgeAtBookingMotherGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,30 to 34,Women,3995.0
2019-07-01,2019-07-31,AgeAtBookingMotherGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,35 to 39,Women,2690.0
2019-07-01,2019-07-31,AgeAtBookingMotherGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,40 to 44,Women,660.0
2019-07-01,2019-07-31,AgeAtBookingMotherGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,45 or Over,Women,60.0
2019-07-01,2019-07-31,AgeAtBookingMotherGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Under 20,Women,220.0
2019-07-01,2019-07-31,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Maternal or Donor Breast Milk,Babies,3845.0
2019-07-01,2019-07-31,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing Value / Value outside reporting parameters,Babies,1145.0
2019-07-01,2019-07-31,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Not Breast Milk,Babies,580.0
2019-07-01,2019-07-31,CCP_Antenatal,NHS England (Region),Y56,LONDON COMMISSIONING REGION,"",Women,445.0
2019-07-01,2019-07-31,CCP_Any_Pathways,NHS England (Region),Y56,LONDON COMMISSIONING REGION,"",Women,600.0
2019-07-01,2019-07-31,CCP_Birth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,"",Women,125.0
2019-07-01,2019-07-31,CCP_Postpartum,NHS England (Region),Y56,LONDON COMMISSIONING REGION,"",Women,80.0
2019-07-01,2019-07-31,ComplexSocialFactorsInd,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing Value,Women,1605.0
2019-07-01,2019-07-31,ComplexSocialFactorsInd,NHS England (Region),Y56,LONDON COMMISSIONING REGION,N,Women,7490.0
2019-07-01,2019-07-31,ComplexSocialFactorsInd,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Y,Women,2125.0
2019-07-01,2019-07-31,DeliveryMethodBabyGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Elective caesarean section,Women,770.0
2019-07-01,2019-07-31,DeliveryMethodBabyGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Emergency caesarean section,Women,960.0
2019-07-01,2019-07-31,DeliveryMethodBabyGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Instrumental,Women,630.0
2019-07-01,2019-07-31,DeliveryMethodBabyGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing Value/Value outside reporting parameters,Women,170.0
2019-07-01,2019-07-31,DeliveryMethodBabyGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Other,Women,10.0
2019-07-01,2019-07-31,DeliveryMethodBabyGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Spontaneous,Women,2945.0
2019-07-01,2019-07-31,DeprivationDecileAtBooking,NHS England (Region),Y56,LONDON COMMISSIONING REGION,01 - Most deprived,Women,670.0
2019-07-01,2019-07-31,DeprivationDecileAtBooking,NHS England (Region),Y56,LONDON COMMISSIONING REGION,02,Women,2050.0
2019-07-01,2019-07-31,DeprivationDecileAtBooking,NHS England (Region),Y56,LONDON COMMISSIONING REGION,03,Women,2130.0
2019-07-01,2019-07-31,DeprivationDecileAtBooking,NHS England (Region),Y56,LONDON COMMISSIONING REGION,04,Women,1585.0
2019-07-01,2019-07-31,DeprivationDecileAtBooking,NHS England (Region),Y56,LONDON COMMISSIONING REGION,05,Women,1295.0
2019-07-01,2019-07-31,DeprivationDecileAtBooking,NHS England (Region),Y56,LONDON COMMISSIONING REGION,06,Women,995.0
2019-07-01,2019-07-31,DeprivationDecileAtBooking,NHS England (Region),Y56,LONDON COMMISSIONING REGION,07,Women,820.0
2019-07-01,2019-07-31,DeprivationDecileAtBooking,NHS England (Region),Y56,LONDON COMMISSIONING REGION,08,Women,705.0
2019-07-01,2019-07-31,DeprivationDecileAtBooking,NHS England (Region),Y56,LONDON COMMISSIONING REGION,09,Women,555.0
2019-07-01,2019-07-31,DeprivationDecileAtBooking,NHS England (Region),Y56,LONDON COMMISSIONING REGION,10 - Least deprived,Women,340.0
2019-07-01,2019-07-31,DeprivationDecileAtBooking,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing Value / Value outside reporting parameters,Women,30.0
2019-07-01,2019-07-31,DeprivationDecileAtBooking,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Pseudo postcode recorded (includes no fixed abode or resident overseas),Women,40.0
2019-07-01,2019-07-31,DeprivationDecileAtBooking,NHS England (Region),Y56,LONDON COMMISSIONING REGION,"Resident Elsewhere in UK, Channel Islands or Isle of Man",Women,5.0
2019-07-01,2019-07-31,EthnicCategoryMotherGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Any other ethnic group,Women,970.0
2019-07-01,2019-07-31,EthnicCategoryMotherGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Asian or Asian British,Women,1975.0
2019-07-01,2019-07-31,EthnicCategoryMotherGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Black or Black British,Women,1175.0
2019-07-01,2019-07-31,EthnicCategoryMotherGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing Value / Value outside reporting parameters,Women,65.0
2019-07-01,2019-07-31,EthnicCategoryMotherGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Mixed,Women,325.0
2019-07-01,2019-07-31,EthnicCategoryMotherGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Not Stated,Women,1510.0
2019-07-01,2019-07-31,EthnicCategoryMotherGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Not known,Women,115.0
2019-07-01,2019-07-31,EthnicCategoryMotherGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,White,Women,5090.0
2019-07-01,2019-07-31,FolicAcidSupplement,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Has been taking prior to becoming pregnant,Women,2730.0
2019-07-01,2019-07-31,FolicAcidSupplement,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing Value/Value outside reporting parameters,Women,855.0
2019-07-01,2019-07-31,FolicAcidSupplement,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Not Stated (Person asked but declined to provide a response),Women,605.0
2019-07-01,2019-07-31,FolicAcidSupplement,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Not taking folic acid supplement,Women,605.0
2019-07-01,2019-07-31,FolicAcidSupplement,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Started taking once pregnancy confirmed,Women,6430.0
2019-07-01,2019-07-31,GestAgeFormalAntenatalBookingGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,0 to 70 days,Women,6110.0
2019-07-01,2019-07-31,GestAgeFormalAntenatalBookingGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,141+ days,Women,955.0
2019-07-01,2019-07-31,GestAgeFormalAntenatalBookingGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,71 to 90 days,Women,2900.0
2019-07-01,2019-07-31,GestAgeFormalAntenatalBookingGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,91 to 140 days,Women,1185.0
2019-07-01,2019-07-31,GestAgeFormalAntenatalBookingGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing Value / Value outside reporting parameters,Women,70.0
2019-07-01,2019-07-31,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,27 weeks and under,Babies,20.0
2019-07-01,2019-07-31,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,28 to 31 weeks,Babies,45.0
2019-07-01,2019-07-31,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,32 to 33 weeks,Babies,35.0
2019-07-01,2019-07-31,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,34 to 36 weeks,Babies,300.0
2019-07-01,2019-07-31,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,37 weeks,Babies,425.0
2019-07-01,2019-07-31,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,38 weeks,Babies,845.0
2019-07-01,2019-07-31,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,39 weeks,Babies,1530.0
2019-07-01,2019-07-31,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,40 weeks,Babies,1320.0
2019-07-01,2019-07-31,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,41 weeks,Babies,745.0
2019-07-01,2019-07-31,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,42 weeks,Babies,115.0
2019-07-01,2019-07-31,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,43 weeks and over,Babies,5.0
2019-07-01,2019-07-31,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing Value / Value outside reporting parameters,Babies,180.0
2019-07-01,2019-07-31,GestationLengthBirthGroup37,NHS England (Region),Y56,LONDON COMMISSIONING REGION,<37 weeks,Babies,400.0
2019-07-01,2019-07-31,GestationLengthBirthGroup37,NHS England (Region),Y56,LONDON COMMISSIONING REGION,>=37 weeks,Babies,4985.0
2019-07-01,2019-07-31,GestationLengthBirthGroup37,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing Value / Value outside reporting parameters,Babies,180.0
2019-07-01,2019-07-31,PCP_Antenatal,NHS England (Region),Y56,LONDON COMMISSIONING REGION,"",Women,2030.0
2019-07-01,2019-07-31,PCP_Any_Pathways,NHS England (Region),Y56,LONDON COMMISSIONING REGION,"",Women,3570.0
2019-07-01,2019-07-31,PCP_Birth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,"",Women,1305.0
2019-07-01,2019-07-31,PCP_Postpartum,NHS England (Region),Y56,LONDON COMMISSIONING REGION,"",Women,850.0
2019-07-01,2019-07-31,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Home (NHS care),Babies,125.0
2019-07-01,2019-07-31,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,In transit (with NHS ambulance services),Babies,5.0
2019-07-01,2019-07-31,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,In transit (without healthcare services present),Babies,5.0
2019-07-01,2019-07-31,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Maternity assessment or triage unit/ area,Babies,150.0
2019-07-01,2019-07-31,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing Value / Value outside reporting parameters,Babies,365.0
2019-07-01,2019-07-31,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,NHS Alongside midwifery unit,Babies,760.0
2019-07-01,2019-07-31,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,NHS Freestanding midwifery unit (FMU),Babies,25.0
2019-07-01,2019-07-31,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,NHS Obstetric unit (including theatre),Babies,4090.0
2019-07-01,2019-07-31,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,NHS ward/health care setting without delivery facilities,Babies,5.0
2019-07-01,2019-07-31,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Non-domestic and non-health care setting,Babies,5.0
2019-07-01,2019-07-31,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Not known (not recorded),Babies,10.0
2019-07-01,2019-07-31,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Other (not listed),Babies,35.0
2019-07-01,2019-07-31,PreviousCaesareanSectionsGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,At least one Caesarean,Women,1525.0
2019-07-01,2019-07-31,PreviousCaesareanSectionsGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,"At least one Previous Birth, zero Caesareans",Women,3095.0
2019-07-01,2019-07-31,PreviousCaesareanSectionsGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing Value / Value outside reporting parameters,Women,240.0
2019-07-01,2019-07-31,PreviousCaesareanSectionsGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Zero Previous Births,Women,6360.0
2019-07-01,2019-07-31,PreviousLiveBirthsGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,1,Women,2910.0
2019-07-01,2019-07-31,PreviousLiveBirthsGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,2,Women,1110.0
2019-07-01,2019-07-31,PreviousLiveBirthsGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,3,Women,390.0
2019-07-01,2019-07-31,PreviousLiveBirthsGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,4,Women,145.0
2019-07-01,2019-07-31,PreviousLiveBirthsGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,5+,Women,160.0
2019-07-01,2019-07-31,PreviousLiveBirthsGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing Value / Value outside reporting parameters,Women,2690.0
2019-07-01,2019-07-31,PreviousLiveBirthsGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,No previous live births,Women,3820.0
2019-07-01,2019-07-31,SkinToSkinContact1HourTerm,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing Value / Value outside reporting parameters,Babies,1560.0
2019-07-01,2019-07-31,SkinToSkinContact1HourTerm,NHS England (Region),Y56,LONDON COMMISSIONING REGION,N,Babies,1580.0
2019-07-01,2019-07-31,SkinToSkinContact1HourTerm,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Y,Babies,2425.0
2019-07-01,2019-07-31,TotalBabies,NHS England (Region),Y56,LONDON COMMISSIONING REGION,"",Babies,5565.0
2019-07-01,2019-07-31,TotalBookings,NHS England (Region),Y56,LONDON COMMISSIONING REGION,"",Women,11215.0
2019-07-01,2019-07-31,TotalDeliveries,NHS England (Region),Y56,LONDON COMMISSIONING REGION,"",Women,5485.0
2019-07-01,2019-07-31,AgeAtBookingMotherAvg,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,"",Average over women,29.0
2019-07-01,2019-07-31,AgeAtBookingMotherGroup,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,20 to 24,Women,740.0
2019-07-01,2019-07-31,AgeAtBookingMotherGroup,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,25 to 29,Women,1505.0
2019-07-01,2019-07-31,AgeAtBookingMotherGroup,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,30 to 34,Women,1650.0
