Period,Dimension,Org_Level,Org_Code,Org_Geog_Code,Org_Name,Measure,Measure_Description,Count_Of,Value
January 2018,CigarettesPerDayAverage,National,ALL,,All Submitters,,,Average over women,7.4
January 2018,ComplexSocialFactorsInd,National,ALL,,All Submitters,Missing Value,Missing Value,Women,12256
January 2018,ComplexSocialFactorsInd,National,ALL,,All Submitters,N,No,Women,40986
January 2018,ComplexSocialFactorsInd,National,ALL,,All Submitters,Value outside reporting parameters,Value outside reporting parameters,Women,3
January 2018,ComplexSocialFactorsInd,National,ALL,,All Submitters,Y,Yes,Women,6034
January 2018,DeliveryMethodBabyGroup,National,ALL,,All Submitters,Elective caesarean section,,Babies,5803
January 2018,DeliveryMethodBabyGroup,National,ALL,,All Submitters,Emergency caesarean section,,Babies,6863
January 2018,DeliveryMethodBabyGroup,National,ALL,,All Submitters,Instrumental,,Babies,4554
January 2018,DeliveryMethodBabyGroup,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Babies,337
January 2018,DeliveryMethodBabyGroup,National,ALL,,All Submitters,Other,,Babies,957
January 2018,DeliveryMethodBabyGroup,National,ALL,,All Submitters,Spontaneous,,Babies,25924
January 2018,DeprivationDecileAtBooking,National,ALL,,All Submitters,01 - Most deprived,,Women,8455
January 2018,DeprivationDecileAtBooking,National,ALL,,All Submitters,02,,Women,7484
January 2018,DeprivationDecileAtBooking,National,ALL,,All Submitters,03,,Women,6866
January 2018,DeprivationDecileAtBooking,National,ALL,,All Submitters,04,,Women,6205
January 2018,DeprivationDecileAtBooking,National,ALL,,All Submitters,05,,Women,5608
January 2018,DeprivationDecileAtBooking,National,ALL,,All Submitters,06,,Women,5497
January 2018,DeprivationDecileAtBooking,National,ALL,,All Submitters,07,,Women,5086
January 2018,DeprivationDecileAtBooking,National,ALL,,All Submitters,08,,Women,4788
January 2018,DeprivationDecileAtBooking,National,ALL,,All Submitters,09,,Women,4344
January 2018,DeprivationDecileAtBooking,National,ALL,,All Submitters,10 - Least deprived,,Women,3686
January 2018,DeprivationDecileAtBooking,National,ALL,,All Submitters,Missing value / Value outside reporting parameters,,Women,341
January 2018,DeprivationDecileAtBooking,National,ALL,,All Submitters,Pseudo postcode recorded (includes no fixed abode or resident overseas),,Women,400
January 2018,DeprivationDecileAtBooking,National,ALL,,All Submitters,"Resident elsewhere in the UK, Channel Islands or Isle of Man",,Women,49
January 2018,EthnicCategoryMotherGroup,National,ALL,,All Submitters,Any other ethnic group,,Women,2268
January 2018,EthnicCategoryMotherGroup,National,ALL,,All Submitters,Asian or Asian British,,Women,5587
January 2018,EthnicCategoryMotherGroup,National,ALL,,All Submitters,Black or Black British,,Women,2360
January 2018,EthnicCategoryMotherGroup,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Women,1421
January 2018,EthnicCategoryMotherGroup,National,ALL,,All Submitters,Mixed,,Women,1057
January 2018,EthnicCategoryMotherGroup,National,ALL,,All Submitters,Not known,,Women,2331
January 2018,EthnicCategoryMotherGroup,National,ALL,,All Submitters,Not Stated,,Women,4777
January 2018,EthnicCategoryMotherGroup,National,ALL,,All Submitters,White,,Women,39412
January 2018,GenitalTractTraumaticLesion,National,ALL,,All Submitters,Episiotomy,,Women,4020
January 2018,GenitalTractTraumaticLesion,National,ALL,,All Submitters,Labial tear,,Women,2994
January 2018,GenitalTractTraumaticLesion,National,ALL,,All Submitters,Other,,Women,259
January 2018,GenitalTractTraumaticLesion,National,ALL,,All Submitters,Perineal tear - first degree,,Women,2882
January 2018,GenitalTractTraumaticLesion,National,ALL,,All Submitters,Perineal tear - second degree,,Women,7613
January 2018,GenitalTractTraumaticLesion,National,ALL,,All Submitters,Perineal tear - third or fourth degree,,Women,618
January 2018,GenitalTractTraumaticLesion,National,ALL,,All Submitters,Vaginal wall tear,,Women,1150
January 2018,GenitalTractTraumaticLesionGroup,National,ALL,,All Submitters,At least one trauma,,Women,16244
January 2018,GenitalTractTraumaticLesionGroup,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Women,7101
January 2018,GenitalTractTraumaticLesionGroup,National,ALL,,All Submitters,None,,Women,4939
January 2018,GestAgeFormalAntenatalBookingGroup,National,ALL,,All Submitters,0 to 70 days,,Women,29934
January 2018,GestAgeFormalAntenatalBookingGroup,National,ALL,,All Submitters,141+ days,,Women,4715
January 2018,GestAgeFormalAntenatalBookingGroup,National,ALL,,All Submitters,71 to 90 days,,Women,18266
January 2018,GestAgeFormalAntenatalBookingGroup,National,ALL,,All Submitters,91 to 140 days,,Women,6129
January 2018,GestAgeFormalAntenatalBookingGroup,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Women,3
January 2018,GestationLengthBirth,National,ALL,,All Submitters,27 weeks and under,,Babies,191
January 2018,GestationLengthBirth,National,ALL,,All Submitters,28 to 31 weeks,,Babies,302
January 2018,GestationLengthBirth,National,ALL,,All Submitters,32 to 33 weeks,,Babies,397
January 2018,GestationLengthBirth,National,ALL,,All Submitters,34 to 36 weeks,,Babies,2447
January 2018,GestationLengthBirth,National,ALL,,All Submitters,37 weeks,,Babies,3712
January 2018,GestationLengthBirth,National,ALL,,All Submitters,38 weeks,,Babies,6385
January 2018,GestationLengthBirth,National,ALL,,All Submitters,39 weeks,,Babies,11604
January 2018,GestationLengthBirth,National,ALL,,All Submitters,40 weeks,,Babies,10862
January 2018,GestationLengthBirth,National,ALL,,All Submitters,41 weeks,,Babies,6262
January 2018,GestationLengthBirth,National,ALL,,All Submitters,42 weeks,,Babies,810
January 2018,GestationLengthBirth,National,ALL,,All Submitters,43 weeks and over,,Babies,59
January 2018,GestationLengthBirth,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Babies,1406
January 2018,GestationLengthBirthGroup37,National,ALL,,All Submitters,< 37 weeks,,Babies,3337
January 2018,GestationLengthBirthGroup37,National,ALL,,All Submitters,>= 37 weeks,,Babies,39694
January 2018,GestationLengthBirthGroup37,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Babies,1406
January 2018,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,At a domestic address,,Babies,705
January 2018,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,Consultant ward,,Babies,13997
January 2018,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,Consultant/GMP/midwife ward,,Babies,21312
January 2018,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,GMP ward,,Babies,4
January 2018,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,"Midwifery unit, co-located with consultant obstetric unit",,Babies,2900
January 2018,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,"Midwifery unit, co-located with other non-obstetric consultant unit",,Babies,100
January 2018,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,"Midwifery unit, stand alone",,Babies,740
January 2018,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,"Midwifery unit, type not known",,Babies,1423
January 2018,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Babies,2533
January 2018,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,None of the above,,Babies,186
January 2018,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,Not known,,Babies,404
January 2018,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,Other hospital or institution,,Babies,21
January 2018,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,Private hospital,,Babies,1
January 2018,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,Ward/unit without delivery facilities,,Babies,118
January 2018,PreviousCaesareanSectionsGroup,National,ALL,,All Submitters,At least one Caesarean,,Women,5715
January 2018,PreviousCaesareanSectionsGroup,National,ALL,,All Submitters,"At least one Previous Birth, zero Caesareans",,Women,17203
January 2018,PreviousCaesareanSectionsGroup,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Women,15458
January 2018,PreviousCaesareanSectionsGroup,National,ALL,,All Submitters,Zero Previous Births,,Women,21042
January 2018,PreviousLiveBirthsGroup,National,ALL,,All Submitters,1,,Women,14954
January 2018,PreviousLiveBirthsGroup,National,ALL,,All Submitters,2,,Women,5970
January 2018,PreviousLiveBirthsGroup,National,ALL,,All Submitters,3,,Women,2309
January 2018,PreviousLiveBirthsGroup,National,ALL,,All Submitters,4,,Women,839
January 2018,PreviousLiveBirthsGroup,National,ALL,,All Submitters,5+,,Women,643
January 2018,PreviousLiveBirthsGroup,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Women,11192
January 2018,PreviousLiveBirthsGroup,National,ALL,,All Submitters,No previous live births,,Women,23452
January 2018,SkinToSkinContact1HourTerm,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Women,4408
January 2018,SkinToSkinContact1HourTerm,National,ALL,,All Submitters,N,No,Women,6730
January 2018,SkinToSkinContact1HourTerm,National,ALL,,All Submitters,Y,Yes,Women,28338
January 2018,SmokingStatusGroupBooking,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Women,3939
January 2018,SmokingStatusGroupBooking,National,ALL,,All Submitters,Non-Smoker / Ex-Smoker,,Women,45593
January 2018,SmokingStatusGroupBooking,National,ALL,,All Submitters,Smoker,,Women,6750
January 2018,SmokingStatusGroupBooking,National,ALL,,All Submitters,Unknown,,Women,2833
January 2018,Submission_Orgs,National,ALL,,All Submitters,Submitted,,Organisations,129
January 2018,Submission_Orgs,National,ALL,,All Submitters,Submitted_births_in_month,,Organisations,125
January 2018,Submission_Orgs,National,ALL,,All Submitters,Submitted_traumas_in_month,,Organisations,112
January 2018,TotalBabies,National,ALL,,All Submitters,,,Babies,44430
January 2018,TotalDeliveries,National,ALL,,All Submitters,,,Women,43810
January 2018,TotalMothers,National,ALL,,All Submitters,,,Women,58704
January 2018,AgeAtBookingMotherAverage,NHS England (Region),Y56,E40000003,London Commissioning Region,,,Average over women,31.0
January 2018,AgeAtBookingMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,20 to 24,,Women,1105
January 2018,AgeAtBookingMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,25 to 29,,Women,2495
January 2018,AgeAtBookingMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,30 to 34,,Women,3575
January 2018,AgeAtBookingMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,35 to 39,,Women,2180
January 2018,AgeAtBookingMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,40 to 44,,Women,515
January 2018,AgeAtBookingMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,45 or Over,,Women,55
January 2018,AgeAtBookingMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Under 20,,Women,215
January 2018,AgeAtBookingMotherGroup20,NHS England (Region),Y56,E40000003,London Commissioning Region,19-,,Women,215
January 2018,AgeAtBookingMotherGroup20,NHS England (Region),Y56,E40000003,London Commissioning Region,20+,,Women,9925
January 2018,ApgarScore5TermGroup7,NHS England (Region),Y56,E40000003,London Commissioning Region,0 to 6,,Babies,65
January 2018,ApgarScore5TermGroup7,NHS England (Region),Y56,E40000003,London Commissioning Region,7 to 10,,Babies,6405
January 2018,ApgarScore5TermGroup7,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Babies,990
January 2018,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y56,E40000003,London Commissioning Region,Maternal or Donor Breast Milk,,Babies,5930
January 2018,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Babies,1945
January 2018,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y56,E40000003,London Commissioning Region,Not Breast Milk,,Babies,755
January 2018,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"1,500g to 1,999g",,Babies,10
January 2018,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"2,000g to 2,499g",,Babies,200
January 2018,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"2,500g to 2,999g",,Babies,1310
January 2018,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"3,000g to 3,499g",,Babies,3035
January 2018,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"3,500g to 3,999g",,Babies,2165
January 2018,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"4,000g to 4,499g",,Babies,620
January 2018,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"4,500g to 4,999g",,Babies,65
January 2018,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"5,000g and over",,Babies,5
January 2018,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Babies,*
January 2018,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"Under 1,500g",,Babies,*
January 2018,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Unknown,,Babies,30
January 2018,BirthweightTermGroup2500,NHS England (Region),Y56,E40000003,London Commissioning Region,"2,500g and over",,Babies,7210
January 2018,BirthweightTermGroup2500,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Babies,*
January 2018,BirthweightTermGroup2500,NHS England (Region),Y56,E40000003,London Commissioning Region,"Under 2,500g",,Babies,215
January 2018,BirthweightTermGroup2500,NHS England (Region),Y56,E40000003,London Commissioning Region,Unknown,,Babies,30
January 2018,BMI,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value,,Women,1680
January 2018,BMI,NHS England (Region),Y56,E40000003,London Commissioning Region,Normal,,Women,4165
January 2018,BMI,NHS England (Region),Y56,E40000003,London Commissioning Region,Obese,,Women,1490
January 2018,BMI,NHS England (Region),Y56,E40000003,London Commissioning Region,Overweight,,Women,2300
January 2018,BMI,NHS England (Region),Y56,E40000003,London Commissioning Region,Underweight,,Women,510
January 2018,CigarettesPerDayAverage,NHS England (Region),Y56,E40000003,London Commissioning Region,,,Average over women,6.4
January 2018,ComplexSocialFactorsInd,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value,Missing Value,Women,1040
January 2018,ComplexSocialFactorsInd,NHS England (Region),Y56,E40000003,London Commissioning Region,N,No,Women,7770
January 2018,ComplexSocialFactorsInd,NHS England (Region),Y56,E40000003,London Commissioning Region,Value outside reporting parameters,Value outside reporting parameters,Women,*
January 2018,ComplexSocialFactorsInd,NHS England (Region),Y56,E40000003,London Commissioning Region,Y,Yes,Women,1335
January 2018,DeliveryMethodBabyGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Elective caesarean section,,Babies,1120
January 2018,DeliveryMethodBabyGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Emergency caesarean section,,Babies,1540
January 2018,DeliveryMethodBabyGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Instrumental,,Babies,1015
January 2018,DeliveryMethodBabyGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Babies,140
January 2018,DeliveryMethodBabyGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Other,,Babies,130
January 2018,DeliveryMethodBabyGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Spontaneous,,Babies,4685
January 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,01 - Most deprived,,Women,570
January 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,02,,Women,1835
January 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,03,,Women,1835
January 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,04,,Women,1365
January 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,05,,Women,1145
January 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,06,,Women,1010
January 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,07,,Women,790
January 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,08,,Women,625
January 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,09,,Women,515
January 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,10 - Least deprived,,Women,240
January 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing value / Value outside reporting parameters,,Women,10
January 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,Pseudo postcode recorded (includes no fixed abode or resident overseas),,Women,190
January 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,"Resident elsewhere in the UK, Channel Islands or Isle of Man",,Women,*
January 2018,EthnicCategoryMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Any other ethnic group,,Women,960
January 2018,EthnicCategoryMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Asian or Asian British,,Women,1695
January 2018,EthnicCategoryMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Black or Black British,,Women,1030
January 2018,EthnicCategoryMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Women,200
January 2018,EthnicCategoryMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Mixed,,Women,260
January 2018,EthnicCategoryMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Not known,,Women,280
January 2018,EthnicCategoryMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Not Stated,,Women,1105
January 2018,EthnicCategoryMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,White,,Women,4615
January 2018,GenitalTractTraumaticLesion,NHS England (Region),Y56,E40000003,London Commissioning Region,Episiotomy,,Women,805
January 2018,GenitalTractTraumaticLesion,NHS England (Region),Y56,E40000003,London Commissioning Region,Labial tear,,Women,360
January 2018,GenitalTractTraumaticLesion,NHS England (Region),Y56,E40000003,London Commissioning Region,Other,,Women,55
January 2018,GenitalTractTraumaticLesion,NHS England (Region),Y56,E40000003,London Commissioning Region,Perineal tear - first degree,,Women,450
January 2018,GenitalTractTraumaticLesion,NHS England (Region),Y56,E40000003,London Commissioning Region,Perineal tear - second degree,,Women,1335
January 2018,GenitalTractTraumaticLesion,NHS England (Region),Y56,E40000003,London Commissioning Region,Perineal tear - third or fourth degree,,Women,90
January 2018,GenitalTractTraumaticLesion,NHS England (Region),Y56,E40000003,London Commissioning Region,Vaginal wall tear,,Women,115
January 2018,GenitalTractTraumaticLesionGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,At least one trauma,,Women,2735
January 2018,GenitalTractTraumaticLesionGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Women,1205
January 2018,GenitalTractTraumaticLesionGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,None,,Women,725
January 2018,GestAgeFormalAntenatalBookingGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,0 to 70 days,,Women,4020
January 2018,GestAgeFormalAntenatalBookingGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,141+ days,,Women,1030
January 2018,GestAgeFormalAntenatalBookingGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,71 to 90 days,,Women,3380
January 2018,GestAgeFormalAntenatalBookingGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,91 to 140 days,,Women,1715
January 2018,GestAgeFormalAntenatalBookingGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Women,*
January 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,27 weeks and under,,Babies,30
January 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,28 to 31 weeks,,Babies,55
January 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,32 to 33 weeks,,Babies,80
January 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,34 to 36 weeks,,Babies,445
January 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,37 weeks,,Babies,640
January 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,38 weeks,,Babies,1205
January 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,39 weeks,,Babies,2240
January 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,40 weeks,,Babies,2030
January 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,41 weeks,,Babies,1180
January 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,42 weeks,,Babies,140
January 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,43 weeks and over,,Babies,15
January 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Babies,565
January 2018,GestationLengthBirthGroup37,NHS England (Region),Y56,E40000003,London Commissioning Region,< 37 weeks,,Babies,610
January 2018,GestationLengthBirthGroup37,NHS England (Region),Y56,E40000003,London Commissioning Region,>= 37 weeks,,Babies,7455
January 2018,GestationLengthBirthGroup37,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Babies,565
January 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,At a domestic address,,Babies,115
January 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,Consultant ward,,Babies,1320
January 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,Consultant/GMP/midwife ward,,Babies,4735
January 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,GMP ward,,Babies,*
January 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,"Midwifery unit, co-located with consultant obstetric unit",,Babies,420
January 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,"Midwifery unit, co-located with other non-obstetric consultant unit",,Babies,*
January 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,"Midwifery unit, stand alone",,Babies,120
January 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,"Midwifery unit, type not known",,Babies,640
January 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Babies,1205
January 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,None of the above,,Babies,35
January 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,Not known,,Babies,*
January 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,Other hospital or institution,,Babies,*
January 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,Private hospital,,Babies,*
January 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,Ward/unit without delivery facilities,,Babies,40
January 2018,PreviousCaesareanSectionsGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,At least one Caesarean,,Women,1065
January 2018,PreviousCaesareanSectionsGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"At least one Previous Birth, zero Caesareans",,Women,2540
January 2018,PreviousCaesareanSectionsGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Women,2025
January 2018,PreviousCaesareanSectionsGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Zero Previous Births,,Women,4515
January 2018,PreviousLiveBirthsGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,1,,Women,2420
January 2018,PreviousLiveBirthsGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,2,,Women,920
January 2018,PreviousLiveBirthsGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,3,,Women,335
