Period,Dimension,Org_Level,Org_Code,Org_Geog_Code,Org_Name,Measure,Measure_Description,Count_Of,Value
September 2018,ComplexSocialFactorsInd,National,ALL,,All Submitters,Value outside reporting parameters,Value outside reporting parameters,Women,2
September 2018,ComplexSocialFactorsInd,National,ALL,,All Submitters,Y,Yes,Women,4752
September 2018,DeliveryMethodBabyGroup,National,ALL,,All Submitters,Elective caesarean section,,Babies,6160
September 2018,DeliveryMethodBabyGroup,National,ALL,,All Submitters,Emergency caesarean section,,Babies,7626
September 2018,DeliveryMethodBabyGroup,National,ALL,,All Submitters,Instrumental,,Babies,5412
September 2018,DeliveryMethodBabyGroup,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Babies,264
September 2018,DeliveryMethodBabyGroup,National,ALL,,All Submitters,Other,,Babies,1111
September 2018,DeliveryMethodBabyGroup,National,ALL,,All Submitters,Spontaneous,,Babies,27834
September 2018,DeprivationDecileAtBooking,National,ALL,,All Submitters,01 - Most deprived,,Women,6897
September 2018,DeprivationDecileAtBooking,National,ALL,,All Submitters,02,,Women,6168
September 2018,DeprivationDecileAtBooking,National,ALL,,All Submitters,03,,Women,5836
September 2018,DeprivationDecileAtBooking,National,ALL,,All Submitters,04,,Women,5201
September 2018,DeprivationDecileAtBooking,National,ALL,,All Submitters,05,,Women,4831
September 2018,DeprivationDecileAtBooking,National,ALL,,All Submitters,06,,Women,4610
September 2018,DeprivationDecileAtBooking,National,ALL,,All Submitters,07,,Women,4188
September 2018,DeprivationDecileAtBooking,National,ALL,,All Submitters,08,,Women,3938
September 2018,DeprivationDecileAtBooking,National,ALL,,All Submitters,09,,Women,3815
September 2018,DeprivationDecileAtBooking,National,ALL,,All Submitters,10 - Least deprived,,Women,3255
September 2018,DeprivationDecileAtBooking,National,ALL,,All Submitters,Missing value / Value outside reporting parameters,,Women,1062
September 2018,DeprivationDecileAtBooking,National,ALL,,All Submitters,Pseudo postcode recorded (includes no fixed abode or resident overseas),,Women,261
September 2018,DeprivationDecileAtBooking,National,ALL,,All Submitters,"Resident elsewhere in the UK, Channel Islands or Isle of Man",,Women,49
September 2018,EthnicCategoryMotherGroup,National,ALL,,All Submitters,Any other ethnic group,,Women,2014
September 2018,EthnicCategoryMotherGroup,National,ALL,,All Submitters,Asian or Asian British,,Women,5027
September 2018,EthnicCategoryMotherGroup,National,ALL,,All Submitters,Black or Black British,,Women,2236
September 2018,EthnicCategoryMotherGroup,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Women,1361
September 2018,EthnicCategoryMotherGroup,National,ALL,,All Submitters,Mixed,,Women,948
September 2018,EthnicCategoryMotherGroup,National,ALL,,All Submitters,Not known,,Women,2061
September 2018,EthnicCategoryMotherGroup,National,ALL,,All Submitters,Not Stated,,Women,4166
September 2018,EthnicCategoryMotherGroup,National,ALL,,All Submitters,White,,Women,32654
September 2018,GenitalTractTraumaticLesion,National,ALL,,All Submitters,Episiotomy,,Women,5063
September 2018,GenitalTractTraumaticLesion,National,ALL,,All Submitters,Labial tear,,Women,3610
September 2018,GenitalTractTraumaticLesion,National,ALL,,All Submitters,Other,,Women,322
September 2018,GenitalTractTraumaticLesion,National,ALL,,All Submitters,Perineal tear - first degree,,Women,3307
September 2018,GenitalTractTraumaticLesion,National,ALL,,All Submitters,Perineal tear - second degree,,Women,8830
September 2018,GenitalTractTraumaticLesion,National,ALL,,All Submitters,Perineal tear - third or fourth degree,,Women,669
September 2018,GenitalTractTraumaticLesion,National,ALL,,All Submitters,Vaginal wall tear,,Women,1325
September 2018,GenitalTractTraumaticLesionGroup,National,ALL,,All Submitters,At least one trauma,,Women,19254
September 2018,GenitalTractTraumaticLesionGroup,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Women,6899
September 2018,GenitalTractTraumaticLesionGroup,National,ALL,,All Submitters,None,,Women,5127
September 2018,GestAgeFormalAntenatalBookingGroup,National,ALL,,All Submitters,0 to 70 days,,Women,27424
September 2018,GestAgeFormalAntenatalBookingGroup,National,ALL,,All Submitters,141+ days,,Women,4100
September 2018,GestAgeFormalAntenatalBookingGroup,National,ALL,,All Submitters,71 to 90 days,,Women,13694
September 2018,GestAgeFormalAntenatalBookingGroup,National,ALL,,All Submitters,91 to 140 days,,Women,5005
September 2018,GestAgeFormalAntenatalBookingGroup,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Women,5
September 2018,GestationLengthBirth,National,ALL,,All Submitters,27 weeks and under,,Babies,224
September 2018,GestationLengthBirth,National,ALL,,All Submitters,28 to 31 weeks,,Babies,373
September 2018,GestationLengthBirth,National,ALL,,All Submitters,32 to 33 weeks,,Babies,448
September 2018,GestationLengthBirth,National,ALL,,All Submitters,34 to 36 weeks,,Babies,2612
September 2018,GestationLengthBirth,National,ALL,,All Submitters,37 weeks,,Babies,4080
September 2018,GestationLengthBirth,National,ALL,,All Submitters,38 weeks,,Babies,7041
September 2018,GestationLengthBirth,National,ALL,,All Submitters,39 weeks,,Babies,12895
September 2018,GestationLengthBirth,National,ALL,,All Submitters,40 weeks,,Babies,12213
September 2018,GestationLengthBirth,National,ALL,,All Submitters,41 weeks,,Babies,7156
September 2018,GestationLengthBirth,National,ALL,,All Submitters,42 weeks,,Babies,997
September 2018,GestationLengthBirth,National,ALL,,All Submitters,43 weeks and over,,Babies,75
September 2018,GestationLengthBirth,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Babies,279
September 2018,GestationLengthBirthGroup37,National,ALL,,All Submitters,< 37 weeks,,Babies,3657
September 2018,GestationLengthBirthGroup37,National,ALL,,All Submitters,>= 37 weeks,,Babies,44451
September 2018,GestationLengthBirthGroup37,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Babies,279
September 2018,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,At a domestic address,,Babies,822
September 2018,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,Consultant ward,,Babies,15339
September 2018,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,Consultant/GMP/midwife ward,,Babies,24600
September 2018,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,GMP ward,,Babies,5
September 2018,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,"Midwifery unit, co-located with consultant obstetric unit",,Babies,3342
September 2018,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,"Midwifery unit, co-located with other non-obstetric consultant unit",,Babies,107
September 2018,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,"Midwifery unit, stand alone",,Babies,651
September 2018,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,"Midwifery unit, type not known",,Babies,1923
September 2018,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Babies,1065
September 2018,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,None of the above,,Babies,132
September 2018,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,Not known,,Babies,299
September 2018,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,Other hospital or institution,,Babies,5
September 2018,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,Private hospital,,Babies,0
September 2018,PlaceTypeActualDeliveryMidwifery,National,ALL,,All Submitters,Ward/unit without delivery facilities,,Babies,138
September 2018,PreviousCaesareanSectionsGroup,National,ALL,,All Submitters,At least one Caesarean,,Women,5490
September 2018,PreviousCaesareanSectionsGroup,National,ALL,,All Submitters,"At least one Previous Birth, zero Caesareans",,Women,15936
September 2018,PreviousCaesareanSectionsGroup,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Women,11496
September 2018,PreviousCaesareanSectionsGroup,National,ALL,,All Submitters,Zero Previous Births,,Women,17545
September 2018,PreviousLiveBirthsGroup,National,ALL,,All Submitters,1,,Women,13748
September 2018,PreviousLiveBirthsGroup,National,ALL,,All Submitters,2,,Women,5365
September 2018,PreviousLiveBirthsGroup,National,ALL,,All Submitters,3,,Women,2066
September 2018,PreviousLiveBirthsGroup,National,ALL,,All Submitters,4,,Women,779
September 2018,PreviousLiveBirthsGroup,National,ALL,,All Submitters,5+,,Women,555
September 2018,PreviousLiveBirthsGroup,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Women,8573
September 2018,PreviousLiveBirthsGroup,National,ALL,,All Submitters,No previous live births,,Women,19380
September 2018,SkinToSkinContact1HourTerm,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Women,4403
September 2018,SkinToSkinContact1HourTerm,National,ALL,,All Submitters,N,No,Women,6981
September 2018,SkinToSkinContact1HourTerm,National,ALL,,All Submitters,Y,Yes,Women,32856
September 2018,SmokingStatusGroupBooking,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Women,1932
September 2018,SmokingStatusGroupBooking,National,ALL,,All Submitters,Non-Smoker / Ex-Smoker,,Women,41480
September 2018,SmokingStatusGroupBooking,National,ALL,,All Submitters,Smoker,,Women,5695
September 2018,SmokingStatusGroupBooking,National,ALL,,All Submitters,Unknown,,Women,1152
September 2018,Submission_Orgs,National,ALL,,All Submitters,Submitted,,Organisations,131
September 2018,Submission_Orgs,National,ALL,,All Submitters,Submitted_births_in_month,,Organisations,127
September 2018,Submission_Orgs,National,ALL,,All Submitters,Submitted_traumas_in_month,,Organisations,124
September 2018,TotalBabies,National,ALL,,All Submitters,,,Babies,48386
September 2018,TotalDeliveries,National,ALL,,All Submitters,,,Women,47717
September 2018,TotalMothers,National,ALL,,All Submitters,,,Women,50019
September 2018,AgeAtBookingMotherAverage,NHS England (Region),Y56,E40000003,London Commissioning Region,,,Average over women,31.5
September 2018,AgeAtBookingMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,20 to 24,,Women,1010
September 2018,AgeAtBookingMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,25 to 29,,Women,2370
September 2018,AgeAtBookingMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,30 to 34,,Women,3770
September 2018,AgeAtBookingMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,35 to 39,,Women,2445
September 2018,AgeAtBookingMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,40 to 44,,Women,595
September 2018,AgeAtBookingMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,45 or Over,,Women,65
September 2018,AgeAtBookingMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Under 20,,Women,185
September 2018,AgeAtBookingMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Value outside reporting parameters,,Women,*
September 2018,AgeAtBookingMotherGroup20,NHS England (Region),Y56,E40000003,London Commissioning Region,19-,,Women,185
September 2018,AgeAtBookingMotherGroup20,NHS England (Region),Y56,E40000003,London Commissioning Region,20+,,Women,10260
September 2018,AgeAtBookingMotherGroup20,NHS England (Region),Y56,E40000003,London Commissioning Region,Value outside reporting parameters,,Women,*
September 2018,ApgarScore5TermGroup7,NHS England (Region),Y56,E40000003,London Commissioning Region,0 to 6,,Babies,70
September 2018,ApgarScore5TermGroup7,NHS England (Region),Y56,E40000003,London Commissioning Region,7 to 10,,Babies,7195
September 2018,ApgarScore5TermGroup7,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Babies,1070
September 2018,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y56,E40000003,London Commissioning Region,Maternal or Donor Breast Milk,,Babies,6965
September 2018,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Babies,1160
September 2018,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y56,E40000003,London Commissioning Region,Not Breast Milk,,Babies,955
September 2018,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"1,500g to 1,999g",,Babies,10
September 2018,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"2,000g to 2,499g",,Babies,245
September 2018,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"2,500g to 2,999g",,Babies,1430
September 2018,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"3,000g to 3,499g",,Babies,3420
September 2018,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"3,500g to 3,999g",,Babies,2455
September 2018,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"4,000g to 4,499g",,Babies,660
September 2018,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"4,500g to 4,999g",,Babies,75
September 2018,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"5,000g and over",,Babies,*
September 2018,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Babies,*
September 2018,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"Under 1,500g",,Babies,*
September 2018,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Unknown,,Babies,35
September 2018,BirthweightTermGroup2500,NHS England (Region),Y56,E40000003,London Commissioning Region,"2,500g and over",,Babies,8045
September 2018,BirthweightTermGroup2500,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Babies,*
September 2018,BirthweightTermGroup2500,NHS England (Region),Y56,E40000003,London Commissioning Region,"Under 2,500g",,Babies,255
September 2018,BirthweightTermGroup2500,NHS England (Region),Y56,E40000003,London Commissioning Region,Unknown,,Babies,35
September 2018,BMI,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value,,Women,1690
September 2018,BMI,NHS England (Region),Y56,E40000003,London Commissioning Region,Normal,,Women,4400
September 2018,BMI,NHS England (Region),Y56,E40000003,London Commissioning Region,Obese,,Women,1615
September 2018,BMI,NHS England (Region),Y56,E40000003,London Commissioning Region,Overweight,,Women,2485
September 2018,BMI,NHS England (Region),Y56,E40000003,London Commissioning Region,Underweight,,Women,255
September 2018,CigarettesPerDayAverage,NHS England (Region),Y56,E40000003,London Commissioning Region,,,Average over women,6.2
September 2018,ComplexSocialFactorsInd,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value,Missing Value,Women,1565
September 2018,ComplexSocialFactorsInd,NHS England (Region),Y56,E40000003,London Commissioning Region,N,No,Women,7880
September 2018,ComplexSocialFactorsInd,NHS England (Region),Y56,E40000003,London Commissioning Region,Value outside reporting parameters,Value outside reporting parameters,Women,*
September 2018,ComplexSocialFactorsInd,NHS England (Region),Y56,E40000003,London Commissioning Region,Y,Yes,Women,1000
September 2018,DeliveryMethodBabyGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Elective caesarean section,,Babies,1170
September 2018,DeliveryMethodBabyGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Emergency caesarean section,,Babies,1645
September 2018,DeliveryMethodBabyGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Instrumental,,Babies,1135
September 2018,DeliveryMethodBabyGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Babies,40
September 2018,DeliveryMethodBabyGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Other,,Babies,195
September 2018,DeliveryMethodBabyGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Spontaneous,,Babies,4890
September 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,01 - Most deprived,,Women,490
September 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,02,,Women,1640
September 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,03,,Women,1815
September 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,04,,Women,1335
September 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,05,,Women,1130
September 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,06,,Women,955
September 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,07,,Women,765
September 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,08,,Women,615
September 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,09,,Women,540
September 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,10 - Least deprived,,Women,345
September 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing value / Value outside reporting parameters,,Women,785
September 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,Pseudo postcode recorded (includes no fixed abode or resident overseas),,Women,30
September 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,"Resident elsewhere in the UK, Channel Islands or Isle of Man",,Women,*
September 2018,EthnicCategoryMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Any other ethnic group,,Women,920
September 2018,EthnicCategoryMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Asian or Asian British,,Women,1760
September 2018,EthnicCategoryMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Black or Black British,,Women,1115
September 2018,EthnicCategoryMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Women,115
September 2018,EthnicCategoryMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Mixed,,Women,265
September 2018,EthnicCategoryMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Not known,,Women,535
September 2018,EthnicCategoryMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Not Stated,,Women,1170
September 2018,EthnicCategoryMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,White,,Women,4565
September 2018,GenitalTractTraumaticLesion,NHS England (Region),Y56,E40000003,London Commissioning Region,Episiotomy,,Women,980
September 2018,GenitalTractTraumaticLesion,NHS England (Region),Y56,E40000003,London Commissioning Region,Labial tear,,Women,410
September 2018,GenitalTractTraumaticLesion,NHS England (Region),Y56,E40000003,London Commissioning Region,Other,,Women,50
September 2018,GenitalTractTraumaticLesion,NHS England (Region),Y56,E40000003,London Commissioning Region,Perineal tear - first degree,,Women,505
September 2018,GenitalTractTraumaticLesion,NHS England (Region),Y56,E40000003,London Commissioning Region,Perineal tear - second degree,,Women,1530
September 2018,GenitalTractTraumaticLesion,NHS England (Region),Y56,E40000003,London Commissioning Region,Perineal tear - third or fourth degree,,Women,120
September 2018,GenitalTractTraumaticLesion,NHS England (Region),Y56,E40000003,London Commissioning Region,Vaginal wall tear,,Women,165
September 2018,GenitalTractTraumaticLesionGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,At least one trauma,,Women,3210
September 2018,GenitalTractTraumaticLesionGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Women,1315
September 2018,GenitalTractTraumaticLesionGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,None,,Women,690
September 2018,GestAgeFormalAntenatalBookingGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,0 to 70 days,,Women,4890
September 2018,GestAgeFormalAntenatalBookingGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,141+ days,,Women,990
September 2018,GestAgeFormalAntenatalBookingGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,71 to 90 days,,Women,3085
September 2018,GestAgeFormalAntenatalBookingGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,91 to 140 days,,Women,1480
September 2018,GestAgeFormalAntenatalBookingGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Women,*
September 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,27 weeks and under,,Babies,45
September 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,28 to 31 weeks,,Babies,80
September 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,32 to 33 weeks,,Babies,80
September 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,34 to 36 weeks,,Babies,475
September 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,37 weeks,,Babies,695
September 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,38 weeks,,Babies,1290
September 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,39 weeks,,Babies,2505
September 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,40 weeks,,Babies,2335
September 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,41 weeks,,Babies,1305
September 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,42 weeks,,Babies,185
September 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,43 weeks and over,,Babies,20
September 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Babies,70
September 2018,GestationLengthBirthGroup37,NHS England (Region),Y56,E40000003,London Commissioning Region,< 37 weeks,,Babies,675
September 2018,GestationLengthBirthGroup37,NHS England (Region),Y56,E40000003,London Commissioning Region,>= 37 weeks,,Babies,8335
September 2018,GestationLengthBirthGroup37,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Babies,70
September 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,At a domestic address,,Babies,130
September 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,Consultant ward,,Babies,1585
September 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,Consultant/GMP/midwife ward,,Babies,5370
September 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,GMP ward,,Babies,*
September 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,"Midwifery unit, co-located with consultant obstetric unit",,Babies,470
September 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,"Midwifery unit, co-located with other non-obstetric consultant unit",,Babies,*
September 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,"Midwifery unit, stand alone",,Babies,140
September 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,"Midwifery unit, type not known",,Babies,1045
September 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Babies,235
September 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,None of the above,,Babies,45
September 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,Not known,,Babies,25
September 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,Other hospital or institution,,Babies,*
September 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,Private hospital,,Babies,*
September 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,Ward/unit without delivery facilities,,Babies,35
September 2018,PreviousCaesareanSectionsGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,At least one Caesarean,,Women,1220
September 2018,PreviousCaesareanSectionsGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"At least one Previous Birth, zero Caesareans",,Women,2845
September 2018,PreviousCaesareanSectionsGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Women,1935
