Period,Dimension,Org_Level,Org_Code,Org_Geog_Code,Org_Name,Measure,Measure_Description,Count_Of,Value
October 2018,TotalBabies,National,ALL,,All Submitters,,,Babies,46747
October 2018,TotalDeliveries,National,ALL,,All Submitters,,,Women,46059
October 2018,TotalMothers,National,ALL,,All Submitters,,,Women,54445
October 2018,AgeAtBookingMotherAverage,NHS England (Region),Y56,E40000003,London Commissioning Region,,,Average over women,31.3
October 2018,AgeAtBookingMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,20 to 24,,Women,1150
October 2018,AgeAtBookingMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,25 to 29,,Women,2460
October 2018,AgeAtBookingMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,30 to 34,,Women,3830
October 2018,AgeAtBookingMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,35 to 39,,Women,2535
October 2018,AgeAtBookingMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,40 to 44,,Women,640
October 2018,AgeAtBookingMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,45 or Over,,Women,55
October 2018,AgeAtBookingMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Under 20,,Women,215
October 2018,AgeAtBookingMotherGroup20,NHS England (Region),Y56,E40000003,London Commissioning Region,19-,,Women,215
October 2018,AgeAtBookingMotherGroup20,NHS England (Region),Y56,E40000003,London Commissioning Region,20+,,Women,10665
October 2018,ApgarScore5TermGroup7,NHS England (Region),Y56,E40000003,London Commissioning Region,0 to 6,,Babies,60
October 2018,ApgarScore5TermGroup7,NHS England (Region),Y56,E40000003,London Commissioning Region,7 to 10,,Babies,6380
October 2018,ApgarScore5TermGroup7,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Babies,1085
October 2018,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y56,E40000003,London Commissioning Region,Maternal or Donor Breast Milk,,Babies,6470
October 2018,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Babies,970
October 2018,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y56,E40000003,London Commissioning Region,Not Breast Milk,,Babies,815
October 2018,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"1,500g to 1,999g",,Babies,15
October 2018,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"2,000g to 2,499g",,Babies,210
October 2018,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"2,500g to 2,999g",,Babies,1340
October 2018,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"3,000g to 3,499g",,Babies,3045
October 2018,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"3,500g to 3,999g",,Babies,2225
October 2018,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"4,000g to 4,499g",,Babies,590
October 2018,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"4,500g to 4,999g",,Babies,65
October 2018,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"5,000g and over",,Babies,*
October 2018,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Babies,*
October 2018,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"Under 1,500g",,Babies,*
October 2018,BirthweightTermGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Unknown,,Babies,30
October 2018,BirthweightTermGroup2500,NHS England (Region),Y56,E40000003,London Commissioning Region,"2,500g and over",,Babies,7270
October 2018,BirthweightTermGroup2500,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Babies,*
October 2018,BirthweightTermGroup2500,NHS England (Region),Y56,E40000003,London Commissioning Region,"Under 2,500g",,Babies,220
October 2018,BirthweightTermGroup2500,NHS England (Region),Y56,E40000003,London Commissioning Region,Unknown,,Babies,30
October 2018,BMI,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value,,Women,2390
October 2018,BMI,NHS England (Region),Y56,E40000003,London Commissioning Region,Normal,,Women,4350
October 2018,BMI,NHS England (Region),Y56,E40000003,London Commissioning Region,Obese,,Women,1580
October 2018,BMI,NHS England (Region),Y56,E40000003,London Commissioning Region,Overweight,,Women,2345
October 2018,BMI,NHS England (Region),Y56,E40000003,London Commissioning Region,Underweight,,Women,225
October 2018,CigarettesPerDayAverage,NHS England (Region),Y56,E40000003,London Commissioning Region,,,Average over women,5.6
October 2018,ComplexSocialFactorsInd,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value,Missing Value,Women,1860
October 2018,ComplexSocialFactorsInd,NHS England (Region),Y56,E40000003,London Commissioning Region,N,No,Women,7875
October 2018,ComplexSocialFactorsInd,NHS England (Region),Y56,E40000003,London Commissioning Region,Value outside reporting parameters,Value outside reporting parameters,Women,*
October 2018,ComplexSocialFactorsInd,NHS England (Region),Y56,E40000003,London Commissioning Region,Y,Yes,Women,1160
October 2018,DeliveryMethodBabyGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Elective caesarean section,,Babies,1145
October 2018,DeliveryMethodBabyGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Emergency caesarean section,,Babies,1530
October 2018,DeliveryMethodBabyGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Instrumental,,Babies,990
October 2018,DeliveryMethodBabyGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Babies,55
October 2018,DeliveryMethodBabyGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Other,,Babies,235
October 2018,DeliveryMethodBabyGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Spontaneous,,Babies,4305
October 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,01 - Most deprived,,Women,585
October 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,02,,Women,1580
October 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,03,,Women,1800
October 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,04,,Women,1390
October 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,05,,Women,1150
October 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,06,,Women,970
October 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,07,,Women,840
October 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,08,,Women,635
October 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,09,,Women,555
October 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,10 - Least deprived,,Women,380
October 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing value / Value outside reporting parameters,,Women,950
October 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,Pseudo postcode recorded (includes no fixed abode or resident overseas),,Women,45
October 2018,DeprivationDecileAtBooking,NHS England (Region),Y56,E40000003,London Commissioning Region,"Resident elsewhere in the UK, Channel Islands or Isle of Man",,Women,*
October 2018,EthnicCategoryMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Any other ethnic group,,Women,1025
October 2018,EthnicCategoryMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Asian or Asian British,,Women,1700
October 2018,EthnicCategoryMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Black or Black British,,Women,1065
October 2018,EthnicCategoryMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Women,110
October 2018,EthnicCategoryMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Mixed,,Women,305
October 2018,EthnicCategoryMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Not known,,Women,520
October 2018,EthnicCategoryMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Not Stated,,Women,1255
October 2018,EthnicCategoryMotherGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,White,,Women,4915
October 2018,GenitalTractTraumaticLesion,NHS England (Region),Y56,E40000003,London Commissioning Region,Episiotomy,,Women,935
October 2018,GenitalTractTraumaticLesion,NHS England (Region),Y56,E40000003,London Commissioning Region,Labial tear,,Women,380
October 2018,GenitalTractTraumaticLesion,NHS England (Region),Y56,E40000003,London Commissioning Region,Other,,Women,65
October 2018,GenitalTractTraumaticLesion,NHS England (Region),Y56,E40000003,London Commissioning Region,Perineal tear - first degree,,Women,460
October 2018,GenitalTractTraumaticLesion,NHS England (Region),Y56,E40000003,London Commissioning Region,Perineal tear - second degree,,Women,1455
October 2018,GenitalTractTraumaticLesion,NHS England (Region),Y56,E40000003,London Commissioning Region,Perineal tear - third or fourth degree,,Women,100
October 2018,GenitalTractTraumaticLesion,NHS England (Region),Y56,E40000003,London Commissioning Region,Vaginal wall tear,,Women,155
October 2018,GenitalTractTraumaticLesionGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,At least one trauma,,Women,2955
October 2018,GenitalTractTraumaticLesionGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Women,990
October 2018,GenitalTractTraumaticLesionGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,None,,Women,585
October 2018,GestAgeFormalAntenatalBookingGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,0 to 70 days,,Women,5275
October 2018,GestAgeFormalAntenatalBookingGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,141+ days,,Women,1075
October 2018,GestAgeFormalAntenatalBookingGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,71 to 90 days,,Women,3120
October 2018,GestAgeFormalAntenatalBookingGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,91 to 140 days,,Women,1420
October 2018,GestAgeFormalAntenatalBookingGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Women,*
October 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,27 weeks and under,,Babies,50
October 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,28 to 31 weeks,,Babies,50
October 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,32 to 33 weeks,,Babies,65
October 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,34 to 36 weeks,,Babies,505
October 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,37 weeks,,Babies,670
October 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,38 weeks,,Babies,1240
October 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,39 weeks,,Babies,2220
October 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,40 weeks,,Babies,1950
October 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,41 weeks,,Babies,1260
October 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,42 weeks,,Babies,180
October 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,43 weeks and over,,Babies,10
October 2018,GestationLengthBirth,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Babies,60
October 2018,GestationLengthBirthGroup37,NHS England (Region),Y56,E40000003,London Commissioning Region,< 37 weeks,,Babies,670
October 2018,GestationLengthBirthGroup37,NHS England (Region),Y56,E40000003,London Commissioning Region,>= 37 weeks,,Babies,7525
October 2018,GestationLengthBirthGroup37,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Babies,60
October 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,At a domestic address,,Babies,100
October 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,Consultant ward,,Babies,1175
October 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,Consultant/GMP/midwife ward,,Babies,5050
October 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,GMP ward,,Babies,*
October 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,"Midwifery unit, co-located with consultant obstetric unit",,Babies,465
October 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,"Midwifery unit, co-located with other non-obstetric consultant unit",,Babies,*
October 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,"Midwifery unit, stand alone",,Babies,125
October 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,"Midwifery unit, type not known",,Babies,940
October 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Babies,270
October 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,None of the above,,Babies,45
October 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,Not known,,Babies,55
October 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,Other hospital or institution,,Babies,*
October 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,Private hospital,,Babies,*
October 2018,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,E40000003,London Commissioning Region,Ward/unit without delivery facilities,,Babies,30
October 2018,PreviousCaesareanSectionsGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,At least one Caesarean,,Women,1130
October 2018,PreviousCaesareanSectionsGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,"At least one Previous Birth, zero Caesareans",,Women,2685
October 2018,PreviousCaesareanSectionsGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Missing Value / Value outside reporting parameters,,Women,2470
October 2018,PreviousCaesareanSectionsGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,Zero Previous Births,,Women,4605
October 2018,PreviousLiveBirthsGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,1,,Women,2680
October 2018,PreviousLiveBirthsGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,2,,Women,915
October 2018,PreviousLiveBirthsGroup,NHS England (Region),Y56,E40000003,London Commissioning Region,3,,Women,320
