ReportingPeriodStartDate,ReportingPeriodEndDate,Dimension,Org_Level,Org_Code,Org_Name,Measure,Count_Of,Final_value
01/05/2019,31/05/2019,DeprivationDecileAtBooking,National,ALL,All Submitters,2,Women,7230
01/05/2019,31/05/2019,DeprivationDecileAtBooking,National,ALL,All Submitters,3,Women,6585
01/05/2019,31/05/2019,DeprivationDecileAtBooking,National,ALL,All Submitters,4,Women,6225
01/05/2019,31/05/2019,DeprivationDecileAtBooking,National,ALL,All Submitters,5,Women,5660
01/05/2019,31/05/2019,DeprivationDecileAtBooking,National,ALL,All Submitters,6,Women,5325
01/05/2019,31/05/2019,DeprivationDecileAtBooking,National,ALL,All Submitters,7,Women,4905
01/05/2019,31/05/2019,DeprivationDecileAtBooking,National,ALL,All Submitters,8,Women,4645
01/05/2019,31/05/2019,DeprivationDecileAtBooking,National,ALL,All Submitters,9,Women,4340
01/05/2019,31/05/2019,DeprivationDecileAtBooking,National,ALL,All Submitters,10 - Least deprived,Women,3850
01/05/2019,31/05/2019,DeprivationDecileAtBooking,National,ALL,All Submitters,Missing Value / Value outside reporting parameters,Women,220
01/05/2019,31/05/2019,DeprivationDecileAtBooking,National,ALL,All Submitters,Pseudo postcode recorded (includes no fixed abode or resident overseas),Women,225
01/05/2019,31/05/2019,DeprivationDecileAtBooking,National,ALL,All Submitters,"Resident Elsewhere in UK, Channel Islands or Isle of Man",Women,65
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,National,ALL,All Submitters,Any other ethnic group,Women,2395
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,National,ALL,All Submitters,Asian or Asian British,Women,5865
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,National,ALL,All Submitters,Black or Black British,Women,2430
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,National,ALL,All Submitters,Missing Value / Value outside reporting parameters,Women,1685
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,National,ALL,All Submitters,Mixed,Women,1125
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,National,ALL,All Submitters,Not Stated,Women,5475
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,National,ALL,All Submitters,Not known,Women,1800
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,National,ALL,All Submitters,White,Women,36635
01/05/2019,31/05/2019,FolicAcidSupplement,National,ALL,All Submitters,Has been taking prior to becoming pregnant,Women,11555
01/05/2019,31/05/2019,FolicAcidSupplement,National,ALL,All Submitters,Missing Value/Value outside reporting parameters,Women,10560
01/05/2019,31/05/2019,FolicAcidSupplement,National,ALL,All Submitters,Not Stated (Person asked but declined to provide a response),Women,2700
01/05/2019,31/05/2019,FolicAcidSupplement,National,ALL,All Submitters,Not taking folic acid supplement,Women,4200
01/05/2019,31/05/2019,FolicAcidSupplement,National,ALL,All Submitters,Started taking once pregnancy confirmed,Women,28780
01/05/2019,31/05/2019,GestAgeFormalAntenatalBookingGroup,National,ALL,All Submitters,0 to 70 days,Women,31605
01/05/2019,31/05/2019,GestAgeFormalAntenatalBookingGroup,National,ALL,All Submitters,141+ days,Women,4575
01/05/2019,31/05/2019,GestAgeFormalAntenatalBookingGroup,National,ALL,All Submitters,71 to 90 days,Women,15350
01/05/2019,31/05/2019,GestAgeFormalAntenatalBookingGroup,National,ALL,All Submitters,91 to 140 days,Women,4915
01/05/2019,31/05/2019,GestAgeFormalAntenatalBookingGroup,National,ALL,All Submitters,Missing Value / Value outside reporting parameters,Women,825
01/05/2019,31/05/2019,GestationLengthBirth,National,ALL,All Submitters,27 weeks and under,Babies,175
01/05/2019,31/05/2019,GestationLengthBirth,National,ALL,All Submitters,28 to 31 weeks,Babies,215
01/05/2019,31/05/2019,GestationLengthBirth,National,ALL,All Submitters,32 to 33 weeks,Babies,280
01/05/2019,31/05/2019,GestationLengthBirth,National,ALL,All Submitters,34 to 36 weeks,Babies,1690
01/05/2019,31/05/2019,GestationLengthBirth,National,ALL,All Submitters,37 weeks,Babies,2640
01/05/2019,31/05/2019,GestationLengthBirth,National,ALL,All Submitters,38 weeks,Babies,4620
01/05/2019,31/05/2019,GestationLengthBirth,National,ALL,All Submitters,39 weeks,Babies,8110
01/05/2019,31/05/2019,GestationLengthBirth,National,ALL,All Submitters,40 weeks,Babies,7255
01/05/2019,31/05/2019,GestationLengthBirth,National,ALL,All Submitters,41 weeks,Babies,4210
01/05/2019,31/05/2019,GestationLengthBirth,National,ALL,All Submitters,42 weeks,Babies,545
01/05/2019,31/05/2019,GestationLengthBirth,National,ALL,All Submitters,43 weeks and over,Babies,20
01/05/2019,31/05/2019,GestationLengthBirth,National,ALL,All Submitters,Missing Value / Value outside reporting parameters,Babies,1020
01/05/2019,31/05/2019,GestationLengthBirthGroup37,National,ALL,All Submitters,<37 weeks,Babies,2360
01/05/2019,31/05/2019,GestationLengthBirthGroup37,National,ALL,All Submitters,>=37 weeks,Babies,27400
01/05/2019,31/05/2019,GestationLengthBirthGroup37,National,ALL,All Submitters,Missing Value / Value outside reporting parameters,Babies,1020
01/05/2019,31/05/2019,PCP_Antenatal,National,ALL,All Submitters,,Women,13120
01/05/2019,31/05/2019,PCP_Any_Pathways,National,ALL,All Submitters,,Women,15655
01/05/2019,31/05/2019,PCP_Birth,National,ALL,All Submitters,,Women,1700
01/05/2019,31/05/2019,PCP_Postpartum,National,ALL,All Submitters,,Women,1545
01/05/2019,31/05/2019,PlaceTypeActualDeliveryMidwifery,National,ALL,All Submitters,Home (NHS care),Babies,445
01/05/2019,31/05/2019,PlaceTypeActualDeliveryMidwifery,National,ALL,All Submitters,Home (private care),Babies,5
01/05/2019,31/05/2019,PlaceTypeActualDeliveryMidwifery,National,ALL,All Submitters,In transit (with NHS ambulance services),Babies,185
01/05/2019,31/05/2019,PlaceTypeActualDeliveryMidwifery,National,ALL,All Submitters,Maternity assessment or triage unit/ area,Babies,2500
01/05/2019,31/05/2019,PlaceTypeActualDeliveryMidwifery,National,ALL,All Submitters,Missing Value / Value outside reporting parameters,Babies,7060
01/05/2019,31/05/2019,PlaceTypeActualDeliveryMidwifery,National,ALL,All Submitters,NHS Alongside midwifery unit,Babies,3245
01/05/2019,31/05/2019,PlaceTypeActualDeliveryMidwifery,National,ALL,All Submitters,NHS Freestanding midwifery unit (FMU),Babies,340
01/05/2019,31/05/2019,PlaceTypeActualDeliveryMidwifery,National,ALL,All Submitters,NHS Obstetric unit (including theatre),Babies,16695
01/05/2019,31/05/2019,PlaceTypeActualDeliveryMidwifery,National,ALL,All Submitters,NHS ward/health care setting without delivery facilities,Babies,10
01/05/2019,31/05/2019,PlaceTypeActualDeliveryMidwifery,National,ALL,All Submitters,Not known (not recorded),Babies,250
01/05/2019,31/05/2019,PlaceTypeActualDeliveryMidwifery,National,ALL,All Submitters,Other (not listed),Babies,50
01/05/2019,31/05/2019,PlaceTypeActualDeliveryMidwifery,National,ALL,All Submitters,Private hospital,Babies,5
01/05/2019,31/05/2019,PreviousCaesareanSectionsGroup,National,ALL,All Submitters,At least one Caesarean,Women,7040
01/05/2019,31/05/2019,PreviousCaesareanSectionsGroup,National,ALL,All Submitters,"At least one Previous Birth, zero Caesareans",Women,17610
01/05/2019,31/05/2019,PreviousCaesareanSectionsGroup,National,ALL,All Submitters,Missing Value / Value outside reporting parameters,Women,1895
01/05/2019,31/05/2019,PreviousCaesareanSectionsGroup,National,ALL,All Submitters,Zero Previous Births,Women,30685
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,National,ALL,All Submitters,1,Women,15520
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,National,ALL,All Submitters,2,Women,6150
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,National,ALL,All Submitters,3,Women,2435
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,National,ALL,All Submitters,4,Women,900
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,National,ALL,All Submitters,5+,Women,685
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,National,ALL,All Submitters,Missing Value / Value outside reporting parameters,Women,7735
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,National,ALL,All Submitters,No previous live births,Women,23895
01/05/2019,31/05/2019,SkinToSkinContact1HourTerm,National,ALL,All Submitters,Missing Value / Value outside reporting parameters,Babies,6585
01/05/2019,31/05/2019,SkinToSkinContact1HourTerm,National,ALL,All Submitters,N,Babies,6765
01/05/2019,31/05/2019,SkinToSkinContact1HourTerm,National,ALL,All Submitters,Y,Babies,17425
01/05/2019,31/05/2019,TotalBabies,National,ALL,All Submitters,,Babies,30780
01/05/2019,31/05/2019,TotalBookings,National,ALL,All Submitters,,Women,56900
01/05/2019,31/05/2019,TotalDeliveries,National,ALL,All Submitters,,Women,30335
01/05/2019,31/05/2019,AgeAtBookingMotherAvg,NHS England (Region),Y56,LONDON COMMISSIONING REGION,,Average over women,32
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,20 to 24,Women,1255
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,25 to 29,Women,2840
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,30 to 34,Women,4095
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,35 to 39,Women,2775
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,40 to 44,Women,680
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,45 or Over,Women,75
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Under 20,Women,260
01/05/2019,31/05/2019,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Maternal or Donor Breast Milk,Babies,4255
01/05/2019,31/05/2019,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing Value / Value outside reporting parameters,Babies,1030
01/05/2019,31/05/2019,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Not Breast Milk,Babies,655
01/05/2019,31/05/2019,CCP_Antenatal,NHS England (Region),Y56,LONDON COMMISSIONING REGION,,Women,390
01/05/2019,31/05/2019,CCP_Any_Pathways,NHS England (Region),Y56,LONDON COMMISSIONING REGION,,Women,520
01/05/2019,31/05/2019,CCP_Birth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,,Women,110
01/05/2019,31/05/2019,CCP_Postpartum,NHS England (Region),Y56,LONDON COMMISSIONING REGION,,Women,75
01/05/2019,31/05/2019,ComplexSocialFactorsInd,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing Value,Women,1640
01/05/2019,31/05/2019,ComplexSocialFactorsInd,NHS England (Region),Y56,LONDON COMMISSIONING REGION,N,Women,8115
01/05/2019,31/05/2019,ComplexSocialFactorsInd,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Y,Women,2235
01/05/2019,31/05/2019,DeliveryMethodBabyGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Elective caesarean section,Women,770
01/05/2019,31/05/2019,DeliveryMethodBabyGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Emergency caesarean section,Women,1115
01/05/2019,31/05/2019,DeliveryMethodBabyGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Instrumental,Women,625
01/05/2019,31/05/2019,DeliveryMethodBabyGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing Value/Value outside reporting parameters,Women,170
01/05/2019,31/05/2019,DeliveryMethodBabyGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Other,Women,10
01/05/2019,31/05/2019,DeliveryMethodBabyGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Spontaneous,Women,3170
01/05/2019,31/05/2019,DeprivationDecileAtBooking,NHS England (Region),Y56,LONDON COMMISSIONING REGION,01 - Most deprived,Women,740
01/05/2019,31/05/2019,DeprivationDecileAtBooking,NHS England (Region),Y56,LONDON COMMISSIONING REGION,2,Women,2160
01/05/2019,31/05/2019,DeprivationDecileAtBooking,NHS England (Region),Y56,LONDON COMMISSIONING REGION,3,Women,2175
01/05/2019,31/05/2019,DeprivationDecileAtBooking,NHS England (Region),Y56,LONDON COMMISSIONING REGION,4,Women,1740
01/05/2019,31/05/2019,DeprivationDecileAtBooking,NHS England (Region),Y56,LONDON COMMISSIONING REGION,5,Women,1385
01/05/2019,31/05/2019,DeprivationDecileAtBooking,NHS England (Region),Y56,LONDON COMMISSIONING REGION,6,Women,1160
01/05/2019,31/05/2019,DeprivationDecileAtBooking,NHS England (Region),Y56,LONDON COMMISSIONING REGION,7,Women,890
01/05/2019,31/05/2019,DeprivationDecileAtBooking,NHS England (Region),Y56,LONDON COMMISSIONING REGION,8,Women,740
01/05/2019,31/05/2019,DeprivationDecileAtBooking,NHS England (Region),Y56,LONDON COMMISSIONING REGION,9,Women,565
01/05/2019,31/05/2019,DeprivationDecileAtBooking,NHS England (Region),Y56,LONDON COMMISSIONING REGION,10 - Least deprived,Women,365
01/05/2019,31/05/2019,DeprivationDecileAtBooking,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing Value / Value outside reporting parameters,Women,20
01/05/2019,31/05/2019,DeprivationDecileAtBooking,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Pseudo postcode recorded (includes no fixed abode or resident overseas),Women,45
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Any other ethnic group,Women,1140
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Asian or Asian British,Women,2070
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Black or Black British,Women,1225
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing Value / Value outside reporting parameters,Women,115
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Mixed,Women,335
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Not Stated,Women,1755
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Not known,Women,65
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,White,Women,5295
01/05/2019,31/05/2019,FolicAcidSupplement,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Has been taking prior to becoming pregnant,Women,2730
01/05/2019,31/05/2019,FolicAcidSupplement,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing Value/Value outside reporting parameters,Women,2210
01/05/2019,31/05/2019,FolicAcidSupplement,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Not Stated (Person asked but declined to provide a response),Women,605
01/05/2019,31/05/2019,FolicAcidSupplement,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Not taking folic acid supplement,Women,625
01/05/2019,31/05/2019,FolicAcidSupplement,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Started taking once pregnancy confirmed,Women,5820
01/05/2019,31/05/2019,GestAgeFormalAntenatalBookingGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,0 to 70 days,Women,5915
01/05/2019,31/05/2019,GestAgeFormalAntenatalBookingGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,141+ days,Women,1005
01/05/2019,31/05/2019,GestAgeFormalAntenatalBookingGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,71 to 90 days,Women,3580
01/05/2019,31/05/2019,GestAgeFormalAntenatalBookingGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,91 to 140 days,Women,1440
01/05/2019,31/05/2019,GestAgeFormalAntenatalBookingGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing Value / Value outside reporting parameters,Women,50
01/05/2019,31/05/2019,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,27 weeks and under,Babies,25
01/05/2019,31/05/2019,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,28 to 31 weeks,Babies,25
01/05/2019,31/05/2019,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,32 to 33 weeks,Babies,45
01/05/2019,31/05/2019,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,34 to 36 weeks,Babies,295
01/05/2019,31/05/2019,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,37 weeks,Babies,440
01/05/2019,31/05/2019,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,38 weeks,Babies,890
01/05/2019,31/05/2019,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,39 weeks,Babies,1625
01/05/2019,31/05/2019,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,40 weeks,Babies,1460
01/05/2019,31/05/2019,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,41 weeks,Babies,835
01/05/2019,31/05/2019,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,42 weeks,Babies,135
01/05/2019,31/05/2019,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,43 weeks and over,Babies,5
01/05/2019,31/05/2019,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing Value / Value outside reporting parameters,Babies,165
01/05/2019,31/05/2019,GestationLengthBirthGroup37,NHS England (Region),Y56,LONDON COMMISSIONING REGION,<37 weeks,Babies,390
01/05/2019,31/05/2019,GestationLengthBirthGroup37,NHS England (Region),Y56,LONDON COMMISSIONING REGION,>=37 weeks,Babies,5385
01/05/2019,31/05/2019,GestationLengthBirthGroup37,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing Value / Value outside reporting parameters,Babies,165
01/05/2019,31/05/2019,PCP_Antenatal,NHS England (Region),Y56,LONDON COMMISSIONING REGION,,Women,2165
01/05/2019,31/05/2019,PCP_Any_Pathways,NHS England (Region),Y56,LONDON COMMISSIONING REGION,,Women,3680
01/05/2019,31/05/2019,PCP_Birth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,,Women,1275
01/05/2019,31/05/2019,PCP_Postpartum,NHS England (Region),Y56,LONDON COMMISSIONING REGION,,Women,815
01/05/2019,31/05/2019,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Home (NHS care),Babies,85
01/05/2019,31/05/2019,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,In transit (with NHS ambulance services),Babies,5
01/05/2019,31/05/2019,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Maternity assessment or triage unit/ area,Babies,355
01/05/2019,31/05/2019,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing Value / Value outside reporting parameters,Babies,790
01/05/2019,31/05/2019,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,NHS Alongside midwifery unit,Babies,620
01/05/2019,31/05/2019,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,NHS Freestanding midwifery unit (FMU),Babies,5
01/05/2019,31/05/2019,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,NHS Obstetric unit (including theatre),Babies,4045
01/05/2019,31/05/2019,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,NHS ward/health care setting without delivery facilities,Babies,5
01/05/2019,31/05/2019,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Not known (not recorded),Babies,10
01/05/2019,31/05/2019,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Other (not listed),Babies,30
01/05/2019,31/05/2019,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Private hospital,Babies,5
01/05/2019,31/05/2019,PreviousCaesareanSectionsGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,At least one Caesarean,Women,1545
01/05/2019,31/05/2019,PreviousCaesareanSectionsGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,"At least one Previous Birth, zero Caesareans",Women,3225
01/05/2019,31/05/2019,PreviousCaesareanSectionsGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing Value / Value outside reporting parameters,Women,305
01/05/2019,31/05/2019,PreviousCaesareanSectionsGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Zero Previous Births,Women,6900
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,1,Women,3080
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,2,Women,1135
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,3,Women,415
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,4,Women,150
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,5+,Women,120
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing Value / Value outside reporting parameters,Women,2835
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,No previous live births,Women,4255
01/05/2019,31/05/2019,SkinToSkinContact1HourTerm,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing Value / Value outside reporting parameters,Babies,1415
01/05/2019,31/05/2019,SkinToSkinContact1HourTerm,NHS England (Region),Y56,LONDON COMMISSIONING REGION,N,Babies,1635
01/05/2019,31/05/2019,SkinToSkinContact1HourTerm,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Y,Babies,2895
01/05/2019,31/05/2019,TotalBabies,NHS England (Region),Y56,LONDON COMMISSIONING REGION,,Babies,5945
01/05/2019,31/05/2019,TotalBookings,NHS England (Region),Y56,LONDON COMMISSIONING REGION,,Women,11975
01/05/2019,31/05/2019,TotalDeliveries,NHS England (Region),Y56,LONDON COMMISSIONING REGION,,Women,5850
01/05/2019,31/05/2019,AgeAtBookingMotherAvg,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,,Average over women,30
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,20 to 24,Women,660
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,25 to 29,Women,1345
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,30 to 34,Women,1480
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,35 to 39,Women,830
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,40 to 44,Women,170
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,45 or Over,Women,10
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,Under 20,Women,160
01/05/2019,31/05/2019,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,Maternal or Donor Breast Milk,Babies,1470
01/05/2019,31/05/2019,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,Missing Value / Value outside reporting parameters,Babies,260
01/05/2019,31/05/2019,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,Not Breast Milk,Babies,665
01/05/2019,31/05/2019,ComplexSocialFactorsInd,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,Missing Value,Women,200
01/05/2019,31/05/2019,ComplexSocialFactorsInd,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,N,Women,3225
01/05/2019,31/05/2019,ComplexSocialFactorsInd,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,Y,Women,1335
01/05/2019,31/05/2019,DeliveryMethodBabyGroup,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,Elective caesarean section,Women,315
